"Dataset","N_syn","Method","Mean_Cov","SD_Cov","Mean_Width","SD_Width","Total_Time","Mean_Time","Experiment","Noise","N_cal","Score_Distribution","Shock_Probability"
"Student-t",NA,"SPI",0.95164,0.0158104427834928,6.7485514006018,0.908102548012614,4.67999999999993,0.0467999999999993,"Figure 6 generator-noise stability",0.5,NA,NA,NA
"Student-t",NA,"Synthetic-only",0.951855,0.00385356649708743,6.57989617904079,0.213648805644395,0.170000000000023,0.00170000000000023,"Figure 6 generator-noise stability",0.5,NA,NA,NA
"Student-t",NA,"SCP",0.94782,0.0359652975277924,7.35517491935331,2.4840286707973,0,0,"Figure 6 generator-noise stability",1,NA,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.93493,0.0376526536014704,6.42360671609647,1.69402764222526,0.510000000000012,0.00510000000000012,"Figure 6 generator-noise stability",1,NA,NA,NA
"Student-t",NA,"SPI",0.9584,0.0167330496172978,7.23943134526571,0.909901403507136,4.77000000000005,0.0477000000000005,"Figure 6 generator-noise stability",1,NA,NA,NA
"Student-t",NA,"Synthetic-only",0.962655,0.00195878621455825,7.34335261915754,0.19877958145733,0.199999999999974,0.00199999999999974,"Figure 6 generator-noise stability",1,NA,NA,NA
"Student-t",NA,"SCP",0.94782,0.0359652975277924,7.35517491935331,2.4840286707973,0,0,"Figure 6 generator-noise stability",1.5,NA,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.934955,0.03747767652048,6.42067676847987,1.69242556140927,0.619999999999983,0.00619999999999983,"Figure 6 generator-noise stability",1.5,NA,NA,NA
"Student-t",NA,"SPI",0.96689,0.0199364622050284,8.0023030954826,1.16818651001417,4.5599999999999,0.045599999999999,"Figure 6 generator-noise stability",1.5,NA,NA,NA
"Student-t",NA,"Synthetic-only",0.9758,0.00167573291669074,8.52731604428574,0.187905551444689,0.18,0.0018,"Figure 6 generator-noise stability",1.5,NA,NA,NA
"Student-t",NA,"SCP",0.94782,0.0359652975277924,7.35517491935331,2.4840286707973,0,0,"Figure 6 generator-noise stability",2,NA,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.935035,0.0376993191134291,6.44430852169108,1.73408344021531,0.57000000000005,0.0057000000000005,"Figure 6 generator-noise stability",2,NA,NA,NA
"Student-t",NA,"SPI",0.97185,0.0226004491776226,8.7987127983581,1.67964187663136,4.82999999999999,0.0482999999999999,"Figure 6 generator-noise stability",2,NA,NA,NA
"Student-t",NA,"Synthetic-only",0.98529,0.000951288334286459,10.0390537002324,0.199702329183836,0.109999999999964,0.00109999999999964,"Figure 6 generator-noise stability",2,NA,NA,NA
"Student-t",NA,"SCP",0.94782,0.0359652975277924,7.35517491935331,2.4840286707973,0,0,"Figure 6 generator-noise stability",3,NA,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.935435,0.0378911022710231,6.47153517652021,1.7572498179598,0.489999999999988,0.00489999999999988,"Figure 6 generator-noise stability",3,NA,NA,NA
"Student-t",NA,"SPI",0.97585,0.0253404595240278,10.0457344545014,2.87123645769324,4.61999999999993,0.0461999999999993,"Figure 6 generator-noise stability",3,NA,NA,NA
"Student-t",NA,"Synthetic-only",0.995725,0.000269445746117836,13.3770549173132,0.298127034559453,0.130000000000017,0.00130000000000017,"Figure 6 generator-noise stability",3,NA,NA,NA
"LogNormal",NA,"SCP",0.950825,0.0464716909048461,11.0543388986622,4.64198346101638,0.0300000000000153,0.000300000000000153,"Figure 7 calibration size",NA,20,NA,NA
"LogNormal",NA,"RSA-CP (OT) (Ours)",0.922265,0.053636611902353,8.46882539192275,2.38099942349445,0.650000000000077,0.00650000000000077,"Figure 7 calibration size",NA,20,NA,NA
"LogNormal",NA,"SPI",0.967725,0.0160817631514895,10.8629058183388,2.03287991524214,2.6099999999999,0.026099999999999,"Figure 7 calibration size",NA,20,NA,NA
"LogNormal",NA,"Synthetic-only",0.963375,0.0172940076911109,10.3857326366929,1.99640793185202,0.329999999999998,0.00329999999999998,"Figure 7 calibration size",NA,20,NA,NA
"LogNormal",NA,"SCP",0.961035,0.0367933936071588,11.8880381234379,5.19575655855379,0.039999999999992,0.00039999999999992,"Figure 7 calibration size",NA,30,NA,NA
"LogNormal",NA,"RSA-CP (OT) (Ours)",0.92665,0.0482163422147062,8.50171951096228,2.04221295305547,0.609999999999957,0.00609999999999957,"Figure 7 calibration size",NA,30,NA,NA
"LogNormal",NA,"SPI",0.968925,0.0162594766461926,11.0261191287062,2.09431418819362,3.68000000000004,0.0368000000000004,"Figure 7 calibration size",NA,30,NA,NA
"LogNormal",NA,"Synthetic-only",0.966615,0.0170791169963127,10.7664882238377,2.06192021832808,0.239999999999924,0.00239999999999924,"Figure 7 calibration size",NA,30,NA,NA
"LogNormal",NA,"SCP",0.937175,0.0387099662864615,8.97122374860576,2.21998148280735,0.019999999999996,0.00019999999999996,"Figure 7 calibration size",NA,40,NA,NA
"LogNormal",NA,"RSA-CP (OT) (Ours)",0.922755,0.0420934203332722,8.17986338526853,1.72908955652643,0.600000000000009,0.00600000000000009,"Figure 7 calibration size",NA,40,NA,NA
"LogNormal",NA,"SPI",0.95537,0.0239152142944084,9.68977281884263,1.62668450109687,5.1899999999998,0.051899999999998,"Figure 7 calibration size",NA,40,NA,NA
"LogNormal",NA,"Synthetic-only",0.96489,0.0163006134853876,10.5047010868885,1.91448294983391,0.429999999999922,0.00429999999999922,"Figure 7 calibration size",NA,40,NA,NA
"LogNormal",NA,"SCP",0.945325,0.0224068639149938,8.8435186949274,1.12654670329423,0.0299999999999727,0.000299999999999727,"Figure 7 calibration size",NA,80,NA,NA
"LogNormal",NA,"RSA-CP (OT) (Ours)",0.937775,0.0249709300684786,8.46448533327673,1.07457307451506,0.910000000000139,0.00910000000000139,"Figure 7 calibration size",NA,80,NA,NA
"LogNormal",NA,"SPI",0.958335,0.015506442942444,9.71281792041773,1.31503431567278,9.30000000000001,0.0930000000000001,"Figure 7 calibration size",NA,80,NA,NA
"LogNormal",NA,"Synthetic-only",0.962815,0.0184075158947138,10.3881429207654,2.05761445525003,0.220000000000027,0.00220000000000027,"Figure 7 calibration size",NA,80,NA,NA
"LogNormal",NA,"SCP",0.940995,0.0204971659780398,8.58448034139445,1.03581574493125,0.0199999999999818,0.000199999999999818,"Figure 7 calibration size",NA,160,NA,NA
"LogNormal",NA,"RSA-CP (OT) (Ours)",0.93679,0.0215013718143515,8.37870071276853,0.992049283921771,1.02999999999997,0.0102999999999997,"Figure 7 calibration size",NA,160,NA,NA
"LogNormal",NA,"SPI",0.95046,0.014975515370299,9.04932536578515,1.01994671529528,18.0599999999999,0.180599999999999,"Figure 7 calibration size",NA,160,NA,NA
"LogNormal",NA,"Synthetic-only",0.96335,0.0185713883338447,10.4585072619603,2.07800527537381,0.240000000000066,0.00240000000000066,"Figure 7 calibration size",NA,160,NA,NA
"Student-t",NA,"SCP",0.963865,0.0391692684500118,8.37525203174176,3.42501951121912,0.0200000000000102,0.000200000000000102,"Figure 7 calibration size",NA,20,NA,NA
"Student-t",NA,"RSA-CP (OT) (Ours)",0.940085,0.0464873206890705,6.2397646290795,1.8309907110746,0.650000000000091,0.00650000000000091,"Figure 7 calibration size",NA,20,NA,NA
"Student-t",NA,"SPI",0.99259,0.00181099336544808,11.6103264655475,0.693672804329614,2.63999999999986,0.0263999999999986,"Figure 7 calibration size",NA,20,NA,NA
"Student-t",NA,"Synthetic-only",0.99243,0.00182576952089641,11.5448308375288,0.710112568234119,0.210000000000008,0.00210000000000008,"Figure 7 calibration size",NA,20,NA,NA
"Student-t",NA,"SCP",0.97528,0.0251285905017783,9.32314935449959,3.6663445485593,0,0,"Figure 7 calibration size",NA,30,NA,NA
