figure,dataset,Method,alpha,target_coverage,n_cal,n_ref,n_test,run_id,run_seed,Coverage,Length,metric_name,method_core,qhat
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,3,2731692,0.982,12.7032,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,4,1441594,0.971,9.4566,prediction_set_size,standard_real,0.9999727407147511
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,4,1441594,0.9054666666666666,2.6964,prediction_set_size,standard_reference,0.9957390772745003
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,4,1441594,0.9176,3.3017333333333334,prediction_set_size,spi_fast_form,0.9979666198847645
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,4,1441594,0.9303333333333333,4.601666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,5,7551662,0.9729333333333333,10.283266666666666,prediction_set_size,standard_real,0.9999824829915102
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,5,7551662,0.9092666666666667,2.9257333333333335,prediction_set_size,standard_reference,0.9968292848129401
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,5,7551662,0.9114666666666666,3.024,prediction_set_size,spi_fast_form,0.9971804690370085
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,5,7551662,0.8858666666666667,2.1973333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,6,4731878,0.9406666666666667,5.4996,prediction_set_size,standard_real,0.999701744919819
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,6,4731878,0.9053333333333333,2.7978666666666667,prediction_set_size,standard_reference,0.9961825616590876
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,6,4731878,0.9059333333333334,2.8066666666666666,prediction_set_size,spi_fast_form,0.9962286125861434
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,6,4731878,0.9106666666666666,3.0115333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,standard_real,0.9998288541844006
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,7,9486483,0.9107333333333333,2.9092666666666664,prediction_set_size,standard_reference,0.9967654663215872
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,7,9486483,0.9493333333333334,6.1034,prediction_set_size,spi_fast_form,0.9998068149360478
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,7,9486483,0.9509333333333333,6.2514,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,8,857393,0.8732666666666666,2.0471333333333335,prediction_set_size,standard_real,0.9876936511299216
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,8,857393,0.899,2.5507333333333335,prediction_set_size,standard_reference,0.9946519407595713
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,8,857393,0.9,2.5946,prediction_set_size,spi_fast_form,0.994983516677904
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,8,857393,0.8728666666666667,2.0412666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,9,4233261,0.9676666666666667,8.802266666666666,prediction_set_size,standard_real,0.9999600558557984
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,9,4233261,0.9064666666666666,2.8973333333333335,prediction_set_size,standard_reference,0.9966223803075404
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,9,4233261,0.9088666666666667,3.0342666666666664,prediction_set_size,spi_fast_form,0.9971390145273675
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,9,4233261,0.9255333333333333,4.387266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,10,9504621,0.9732,9.803533333333334,prediction_set_size,standard_real,0.9999768621010648
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,10,9504621,0.8984,2.5445333333333333,prediction_set_size,standard_reference,0.9945451044899005
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,10,9504621,0.9201333333333334,3.6722,prediction_set_size,spi_fast_form,0.9985942163862636
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,10,9504621,0.935,5.007333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,11,5118207,0.9976,27.507266666666666,prediction_set_size,standard_real,0.9999992845033506
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,11,5118207,0.8896666666666667,2.2525333333333335,prediction_set_size,standard_reference,0.991625674837014
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,11,5118207,0.955,6.635666666666666,prediction_set_size,spi_fast_form,0.9998615678971114
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,11,5118207,0.9700666666666666,8.774733333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,12,8690244,0.9025333333333333,2.6900666666666666,prediction_set_size,standard_reference,0.9956184726278839
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,12,8690244,0.9796666666666667,11.926866666666667,prediction_set_size,spi_fast_form,0.9999921874872741
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,12,8690244,0.9811333333333333,12.2208,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,13,8229426,0.9726666666666667,9.438333333333333,prediction_set_size,standard_real,0.9999717881551338
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,13,8229426,0.9102666666666667,2.8364,prediction_set_size,standard_reference,0.9963448475969264
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,13,8229426,0.9538666666666666,6.592333333333333,prediction_set_size,spi_fast_form,0.999854525592385
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,13,8229426,0.9678,8.371266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,14,348525,0.9916666666666667,22.465333333333334,prediction_set_size,standard_real,0.9999987395211994
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,14,348525,0.9085333333333333,2.9696666666666665,prediction_set_size,standard_reference,0.9968527956368363
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,14,348525,0.9658666666666667,8.435533333333334,prediction_set_size,spi_fast_form,0.9999504601632341
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,14,348525,0.977,11.162933333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,15,8277021,0.9528,6.425466666666667,prediction_set_size,standard_real,0.9998411948053925
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,15,8277021,0.9059333333333334,2.6214,prediction_set_size,standard_reference,0.9952359061812823
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,15,8277021,0.9081333333333333,2.678733333333333,prediction_set_size,spi_fast_form,0.9955943090583312
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,15,8277021,0.8805333333333333,2.0488,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,16,3118312,0.9786,11.127466666666667,prediction_set_size,standard_real,0.9999883097661856
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,16,3118312,0.8864,2.2088666666666668,prediction_set_size,standard_reference,0.9908224171727557
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,16,3118312,0.9533333333333334,6.5596,prediction_set_size,spi_fast_form,0.9998509817428184
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,16,3118312,0.9661333333333333,8.122933333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,17,4091990,0.9582,6.768933333333333,prediction_set_size,standard_real,0.9998785362208537
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,17,4091990,0.9114,2.8186,prediction_set_size,standard_reference,0.9965249167350263
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,17,4091990,0.9116666666666666,2.8407333333333336,prediction_set_size,spi_fast_form,0.9966320055373393
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,17,4091990,0.9064666666666666,2.6164666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,18,2569919,0.9856666666666667,13.9988,prediction_set_size,standard_real,0.9999973280780777
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,18,2569919,0.8957333333333334,2.5688,prediction_set_size,standard_reference,0.9948149826420171
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,18,2569919,0.9782666666666666,11.592466666666667,prediction_set_size,spi_fast_form,0.9999909452261143
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,18,2569919,0.9819333333333333,13.025,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,20,1000,15000,19,5495936,0.9952666666666666,26.038066666666666,prediction_set_size,standard_real,0.9999991035978442
Figure 5,ImageNet,Synthetic-only,0.05,0.95,20,1000,15000,19,5495936,0.9022666666666667,2.6783333333333332,prediction_set_size,standard_reference,0.9955807652804831
Figure 5,ImageNet,SPI,0.05,0.95,20,1000,15000,19,5495936,0.903,2.7036,prediction_set_size,spi_fast_form,0.9957418376722494
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,20,1000,15000,19,5495936,0.9180666666666667,3.5984,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,0,2492284,0.9242666666666667,3.6723333333333334,prediction_set_size,standard_real,0.998656226988126
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,0,2492284,0.8938,2.326,prediction_set_size,standard_reference,0.9926464636188062
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,0,2492284,0.8938,2.326,prediction_set_size,spi_fast_form,0.9926474274268291
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,0,2492284,0.9052666666666667,2.6524666666666668,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,1,6438288,0.986,13.7072,prediction_set_size,standard_real,0.9999970513802754
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,1,6438288,0.9004,2.6461333333333332,prediction_set_size,standard_reference,0.9954389348130647
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,1,6438288,0.9004,2.6481333333333335,prediction_set_size,spi_fast_form,0.995453923014736
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,1,6438288,0.9243333333333333,4.0736,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,2,275592,0.9602,7.5058,prediction_set_size,standard_real,0.9999192877007196
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,2,275592,0.9005333333333333,2.6941333333333333,prediction_set_size,standard_reference,0.9956898019126881
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,2,275592,0.9142,3.4108,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,2,275592,0.9506,6.507733333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,3,2731692,0.9824666666666667,12.914133333333334,prediction_set_size,standard_real,0.9999953978828906
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,3,2731692,0.8822666666666666,2.155466666666667,prediction_set_size,standard_reference,0.9900056070673277
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,3,2731692,0.9215333333333333,3.6966,prediction_set_size,spi_fast_form,0.998637360358431
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,3,2731692,0.9809333333333333,12.3794,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,4,1441594,0.9709333333333333,9.456266666666666,prediction_set_size,standard_real,0.9999727407147511
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,4,1441594,0.9046666666666666,2.6634,prediction_set_size,standard_reference,0.9955348672064536
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,4,1441594,0.9246666666666666,3.9763333333333333,prediction_set_size,spi_fast_form,0.9989828876930887
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,4,1441594,0.9497333333333333,6.288666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,5,7551662,0.9729333333333333,10.282266666666667,prediction_set_size,standard_real,0.9999824829915102
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,5,7551662,0.9046666666666666,2.6978,prediction_set_size,standard_reference,0.9957501589976785
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,5,7551662,0.9167333333333333,3.3828,prediction_set_size,spi_fast_form,0.9981303765454634
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,5,7551662,0.9392,5.331933333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,6,4731878,0.9759333333333333,10.708466666666666,prediction_set_size,standard_real,0.9999856094593468
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,6,4731878,0.906,2.8127333333333335,prediction_set_size,standard_reference,0.996253054234568
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,6,4731878,0.9069333333333334,2.8341333333333334,prediction_set_size,spi_fast_form,0.9963565319025947
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,6,4731878,0.9428,5.7024,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,7,9486483,0.9512666666666667,6.297733333333333,prediction_set_size,standard_real,0.9998288541844006
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,7,9486483,0.9108,2.9201333333333332,prediction_set_size,standard_reference,0.996799490428532
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,7,9486483,0.9356,5.020733333333333,prediction_set_size,spi_fast_form,0.9995786546309753
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,7,9486483,0.9494666666666667,6.1356,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,8,857393,0.8732,2.0465333333333335,prediction_set_size,standard_real,0.9876936511299216
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,8,857393,0.8982,2.5346,prediction_set_size,standard_reference,0.9945318850002522
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,8,857393,0.8985333333333333,2.5458666666666665,prediction_set_size,spi_fast_form,0.9946171136130626
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,8,857393,0.872,2.025733333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,9,4233261,0.9676666666666667,8.800933333333333,prediction_set_size,standard_real,0.9999600558557984
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,9,4233261,0.9061333333333333,2.8854,prediction_set_size,standard_reference,0.9965762497532792
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,9,4233261,0.9075333333333333,2.9478666666666666,prediction_set_size,spi_fast_form,0.9968400187091636
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,9,4233261,0.9101333333333333,3.1064666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,10,9504621,0.9883333333333333,14.418466666666667,prediction_set_size,standard_real,0.999997609166246
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,10,9504621,0.8978666666666667,2.5298,prediction_set_size,standard_reference,0.9944225631941388
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,10,9504621,0.9456,5.8828,prediction_set_size,spi_fast_form,0.9997700309605527
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,10,9504621,0.9734666666666667,9.854133333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,11,5118207,0.9976,27.503666666666668,prediction_set_size,standard_real,0.9999992845033506
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,11,5118207,0.8910666666666667,2.2767333333333335,prediction_set_size,standard_reference,0.9919565199656027
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,11,5118207,0.9380666666666667,5.2134,prediction_set_size,spi_fast_form,0.9996336113091724
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,11,5118207,0.9564666666666667,6.7326,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,12,8690244,0.9881333333333333,17.288666666666668,prediction_set_size,standard_real,0.9999982074081462
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,12,8690244,0.9036,2.7264,prediction_set_size,standard_reference,0.9958274533477406
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,12,8690244,0.9797333333333333,11.926466666666666,prediction_set_size,spi_fast_form,0.9999921874872741
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,12,8690244,0.9818,12.5554,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,13,8229426,0.9726,9.439866666666667,prediction_set_size,standard_real,0.9999717881551338
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,13,8229426,0.9118666666666667,2.9030666666666667,prediction_set_size,standard_reference,0.9966555283758347
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,13,8229426,0.913,2.9415333333333336,prediction_set_size,spi_fast_form,0.9968104314932837
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,13,8229426,0.9579333333333333,6.956,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,14,348525,0.9916666666666667,22.4602,prediction_set_size,standard_real,0.9999987395211994
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,14,348525,0.9086666666666666,2.9757333333333333,prediction_set_size,standard_reference,0.9968757706361454
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,14,348525,0.9739333333333333,10.253266666666667,prediction_set_size,spi_fast_form,0.9999816245233288
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,14,348525,0.9768,11.047466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,15,8277021,0.9528,6.427866666666667,prediction_set_size,standard_real,0.9998411948053925
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,15,8277021,0.9072,2.654733333333333,prediction_set_size,standard_reference,0.9954413356242318
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,15,8277021,0.9084,2.6848,prediction_set_size,spi_fast_form,0.9956237689230085
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,15,8277021,0.9166,3.0898666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,16,3118312,0.9786,11.1272,prediction_set_size,standard_real,0.9999883097661856
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,16,3118312,0.8882,2.244466666666667,prediction_set_size,standard_reference,0.9913408732038494
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,16,3118312,0.9533333333333334,6.559466666666666,prediction_set_size,spi_fast_form,0.9998509817428184
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,16,3118312,0.9702,9.001,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,17,4091990,0.9580666666666666,6.766666666666667,prediction_set_size,standard_real,0.9998785362208537
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,17,4091990,0.9110666666666667,2.8093333333333335,prediction_set_size,standard_reference,0.9964852335422125
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,17,4091990,0.9122,2.8694,prediction_set_size,spi_fast_form,0.9967590630398482
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,17,4091990,0.8914666666666666,2.2486,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,18,2569919,0.9902,20.556533333333334,prediction_set_size,standard_real,0.9999985597008164
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,18,2569919,0.8964,2.5954,prediction_set_size,standard_reference,0.9950135245772018
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,18,2569919,0.9783333333333334,11.5946,prediction_set_size,spi_fast_form,0.9999909452261143
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,18,2569919,0.9858666666666667,14.291866666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,30,1000,15000,19,5495936,0.9952666666666666,26.037933333333335,prediction_set_size,standard_real,0.9999991035978442
Figure 5,ImageNet,Synthetic-only,0.05,0.95,30,1000,15000,19,5495936,0.9034666666666666,2.7182,prediction_set_size,standard_reference,0.9958242068689197
Figure 5,ImageNet,SPI,0.05,0.95,30,1000,15000,19,5495936,0.9053333333333333,2.7783333333333333,prediction_set_size,spi_fast_form,0.9961304194348135
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,30,1000,15000,19,5495936,0.8951333333333333,2.4585333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,0,2492284,0.9241333333333334,3.6724666666666668,prediction_set_size,standard_real,0.998656226988126
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,0,2492284,0.8935333333333333,2.3193333333333332,prediction_set_size,standard_reference,0.9925673181418987
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,0,2492284,0.9077333333333333,2.7307333333333332,prediction_set_size,spi_fast_form,0.9959558116853063
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,0,2492284,0.9161333333333334,3.0827333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,1,6438288,0.9620666666666666,7.459733333333333,prediction_set_size,standard_real,0.9999165759559586
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,1,6438288,0.9003333333333333,2.6484666666666667,prediction_set_size,standard_reference,0.9954599511004915
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,1,6438288,0.9252,4.180866666666667,prediction_set_size,spi_fast_form,0.999149415180794
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,1,6438288,0.9344,5.0062,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,2,275592,0.9602,7.5054,prediction_set_size,standard_real,0.9999192877007196
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,2,275592,0.8989333333333334,2.6253333333333333,prediction_set_size,standard_reference,0.9952400395842407
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,2,275592,0.9502666666666667,6.4718,prediction_set_size,spi_fast_form,0.9998461986119817
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,2,275592,0.9546666666666667,6.931733333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,3,2731692,0.9825333333333334,12.915733333333334,prediction_set_size,standard_real,0.9999953978828906
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,3,2731692,0.8830666666666667,2.1624,prediction_set_size,standard_reference,0.9901258326895296
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,3,2731692,0.9808666666666667,12.3204,prediction_set_size,spi_fast_form,0.9999938448041696
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,3,2731692,0.982,12.692933333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,4,1441594,0.9464,5.967866666666667,prediction_set_size,standard_real,0.9997884734238395
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,4,1441594,0.9049333333333334,2.675666666666667,prediction_set_size,standard_reference,0.9956064852010345
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,4,1441594,0.9246,3.9760666666666666,prediction_set_size,spi_fast_form,0.9989828876930887
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,4,1441594,0.9335333333333333,4.9334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,5,7551662,0.9392,5.3352,prediction_set_size,standard_real,0.9996690015448743
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,5,7551662,0.9079333333333334,2.8364,prediction_set_size,standard_reference,0.9964367366158314
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,5,7551662,0.9339333333333333,4.880733333333334,prediction_set_size,spi_fast_form,0.9995314805865458
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,5,7551662,0.9376,5.1758,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,6,4731878,0.9406666666666667,5.499066666666667,prediction_set_size,standard_real,0.999701744919819
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,6,4731878,0.9063333333333333,2.8177333333333334,prediction_set_size,standard_reference,0.9962793138094936
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,6,4731878,0.933,4.8962,prediction_set_size,spi_fast_form,0.9995290302192174
