figure,dataset,Method,alpha,target_coverage,n_cal,n_ref,n_test,run_id,run_seed,Coverage,Length,metric_name,method_core,qhat
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,6,4731878,0.9381333333333334,5.261333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,7,9486483,0.9513333333333334,6.299066666666667,prediction_set_size,standard_real,0.9998288541844006
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,7,9486483,0.9115333333333333,2.9511333333333334,prediction_set_size,standard_reference,0.9969205108394105
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,7,9486483,0.9493333333333334,6.106933333333333,prediction_set_size,spi_fast_form,0.9998068149360478
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,7,9486483,0.9508,6.243333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,8,857393,0.8718666666666667,2.0248666666666666,prediction_set_size,standard_real,0.9872463062740275
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,8,857393,0.8978666666666667,2.525333333333333,prediction_set_size,standard_reference,0.9944577371665149
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,8,857393,0.8730666666666667,2.045933333333333,prediction_set_size,spi_fast_form,0.9876936511299216
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,8,857393,0.8692,1.9834,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,9,4233261,0.9397333333333333,5.621466666666667,prediction_set_size,standard_real,0.9997230243962019
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,9,4233261,0.9082,2.9883333333333333,prediction_set_size,standard_reference,0.9969790087472161
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,9,4233261,0.9094,3.0648,prediction_set_size,spi_fast_form,0.9972467699724169
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,9,4233261,0.9202,3.892333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,10,9504621,0.9732666666666666,9.804133333333333,prediction_set_size,standard_real,0.9999768621010648
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,10,9504621,0.8996,2.5837333333333334,prediction_set_size,standard_reference,0.9948394096915213
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,10,9504621,0.9456,5.8834,prediction_set_size,spi_fast_form,0.9997700309605527
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,10,9504621,0.9574666666666667,7.0044,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,11,5118207,0.956,6.6986,prediction_set_size,standard_real,0.9998668218927593
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,11,5118207,0.8858,2.1916,prediction_set_size,standard_reference,0.99075164920598
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,11,5118207,0.9550666666666666,6.635933333333333,prediction_set_size,spi_fast_form,0.9998615678971114
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,11,5118207,0.9558666666666666,6.6698,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,12,8690244,0.9813333333333333,12.323933333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,12,8690244,0.9024666666666666,2.6868666666666665,prediction_set_size,standard_reference,0.995600621354248
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,12,8690244,0.9797333333333333,11.9246,prediction_set_size,spi_fast_form,0.9999921874872741
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,12,8690244,0.9810666666666666,12.2084,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,13,8229426,0.9702666666666667,8.830533333333333,prediction_set_size,standard_real,0.9999607538614195
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,13,8229426,0.9118,2.8996666666666666,prediction_set_size,standard_reference,0.9966370432649846
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,13,8229426,0.9584666666666667,7.005733333333334,prediction_set_size,spi_fast_form,0.9998873073128163
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,13,8229426,0.9664,8.1684,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,14,348525,0.9754,10.670933333333334,prediction_set_size,standard_real,0.9999853257339438
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,14,348525,0.9076,2.9314,prediction_set_size,standard_reference,0.9967102796700382
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,14,348525,0.9739333333333333,10.250466666666666,prediction_set_size,spi_fast_form,0.9999816245233288
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,14,348525,0.9748,10.514733333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,15,8277021,0.9523333333333334,6.373333333333333,prediction_set_size,standard_real,0.9998354454032237
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,15,8277021,0.9068666666666667,2.6479333333333335,prediction_set_size,standard_reference,0.9953970185783998
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,15,8277021,0.9161333333333334,3.0512,prediction_set_size,spi_fast_form,0.9972692595395182
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,15,8277021,0.923,3.6488,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,16,3118312,0.9692666666666667,8.852,prediction_set_size,standard_real,0.9999608470794293
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,16,3118312,0.8882,2.2430666666666665,prediction_set_size,standard_reference,0.9913175727440033
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,16,3118312,0.9532666666666667,6.560666666666667,prediction_set_size,spi_fast_form,0.9998509817428184
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,16,3118312,0.9636666666666667,7.731333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,17,4091990,0.9581333333333333,6.766333333333334,prediction_set_size,standard_real,0.9998785362208537
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,17,4091990,0.9108,2.7876666666666665,prediction_set_size,standard_reference,0.996386737305072
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,17,4091990,0.9122,2.8646666666666665,prediction_set_size,spi_fast_form,0.9967393969684498
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,17,4091990,0.928,4.121066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,18,2569919,0.9902666666666666,20.554066666666667,prediction_set_size,standard_real,0.9999985597008164
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,18,2569919,0.8972,2.6096666666666666,prediction_set_size,standard_reference,0.9951130310950661
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,18,2569919,0.9858,14.0016,prediction_set_size,spi_fast_form,0.9999973280780777
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,18,2569919,0.9873333333333333,16.735866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,40,1000,15000,19,5495936,0.989,19.372133333333334,prediction_set_size,standard_real,0.9999984453035021
Figure 5,ImageNet,Synthetic-only,0.05,0.95,40,1000,15000,19,5495936,0.9003333333333333,2.6043333333333334,prediction_set_size,standard_reference,0.9951067589656322
Figure 5,ImageNet,SPI,0.05,0.95,40,1000,15000,19,5495936,0.9020666666666667,2.6642,prediction_set_size,spi_fast_form,0.9955014330883125
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,40,1000,15000,19,5495936,0.9141333333333334,3.2769333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,0,2492284,0.9921333333333333,22.4096,prediction_set_size,standard_real,0.9999987453515495
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,0,2492284,0.8960666666666667,2.3585333333333334,prediction_set_size,standard_reference,0.9930113802264644
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,0,2492284,0.9242666666666667,3.6725333333333334,prediction_set_size,spi_fast_form,0.998656226988126
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,0,2492284,0.9416,5.291333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,1,6438288,0.962,7.4614666666666665,prediction_set_size,standard_real,0.9999165759559586
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,1,6438288,0.9001333333333333,2.642533333333333,prediction_set_size,standard_reference,0.9954128473144773
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,1,6438288,0.9008666666666667,2.6828666666666665,prediction_set_size,spi_fast_form,0.9956647468489703
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,1,6438288,0.9250666666666667,4.182133333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,2,275592,0.9602,7.5052666666666665,prediction_set_size,standard_real,0.9999192877007196
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,2,275592,0.9022,2.7709333333333332,prediction_set_size,standard_reference,0.9961022988584373
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,2,275592,0.949,6.303733333333334,prediction_set_size,spi_fast_form,0.9998283363384115
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,2,275592,0.9505333333333333,6.488,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,3,2731692,0.9824666666666667,12.914866666666667,prediction_set_size,standard_real,0.9999953978828906
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,3,2731692,0.8822666666666666,2.1516,prediction_set_size,standard_reference,0.98993189500047
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,3,2731692,0.9345333333333333,5.111133333333333,prediction_set_size,spi_fast_form,0.999601736729131
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,3,2731692,0.9808666666666667,12.3464,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,4,1441594,0.971,9.454066666666666,prediction_set_size,standard_real,0.9999727407147511
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,4,1441594,0.9049333333333334,2.6716,prediction_set_size,standard_reference,0.9955873355815832
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,4,1441594,0.9246666666666666,3.9754666666666667,prediction_set_size,spi_fast_form,0.9989828876930887
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,4,1441594,0.9484,6.153466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,5,7551662,0.973,10.2866,prediction_set_size,standard_real,0.9999824829915102
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,5,7551662,0.9083333333333333,2.8568,prediction_set_size,standard_reference,0.9965293361959745
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,5,7551662,0.934,4.8808,prediction_set_size,spi_fast_form,0.9995314805865458
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,5,7551662,0.9411333333333334,5.519266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,6,4731878,0.9406666666666667,5.498666666666667,prediction_set_size,standard_real,0.999701744919819
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,6,4731878,0.9056,2.801266666666667,prediction_set_size,standard_reference,0.9961945839463655
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,6,4731878,0.9294,4.483733333333333,prediction_set_size,spi_fast_form,0.9993417726837923
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,6,4731878,0.9339333333333333,4.967533333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,7,9486483,0.9513333333333334,6.2984,prediction_set_size,standard_real,0.9998288541844006
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,7,9486483,0.9119333333333334,2.9952,prediction_set_size,standard_reference,0.9970921266450125
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,7,9486483,0.9356666666666666,5.0216666666666665,prediction_set_size,spi_fast_form,0.9995786546309753
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,7,9486483,0.9495333333333333,6.143133333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,8,857393,0.9657333333333333,8.213733333333334,prediction_set_size,standard_real,0.9999446436187026
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,8,857393,0.8978,2.5185333333333335,prediction_set_size,standard_reference,0.9944062841542487
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,8,857393,0.8978666666666667,2.5218666666666665,prediction_set_size,spi_fast_form,0.994434264676974
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,8,857393,0.8732,2.0482666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,9,4233261,0.9676666666666667,8.800133333333333,prediction_set_size,standard_real,0.9999600558557984
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,9,4233261,0.9064666666666666,2.8946666666666667,prediction_set_size,standard_reference,0.9966139120712231
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,9,4233261,0.9088666666666667,3.033733333333333,prediction_set_size,spi_fast_form,0.9971390145273675
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,9,4233261,0.9413333333333334,5.783333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,10,9504621,0.9732666666666666,9.8044,prediction_set_size,standard_real,0.9999768621010648
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,10,9504621,0.8962,2.4748,prediction_set_size,standard_reference,0.9939472427724978
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,10,9504621,0.9289333333333334,4.543933333333333,prediction_set_size,spi_fast_form,0.9993672472580224
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,10,9504621,0.9455333333333333,5.883933333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,11,5118207,0.9559333333333333,6.699066666666667,prediction_set_size,standard_real,0.9998668218927593
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,11,5118207,0.8855333333333333,2.1810666666666667,prediction_set_size,standard_reference,0.9905855312670055
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,11,5118207,0.9512,6.282933333333333,prediction_set_size,spi_fast_form,0.9998266565790379
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,11,5118207,0.955,6.6364,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,12,8690244,0.9813333333333333,12.3206,prediction_set_size,standard_real,0.9999936148103509
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,12,8690244,0.9022,2.6803333333333335,prediction_set_size,standard_reference,0.9955647164659465
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,12,8690244,0.9022666666666667,2.6841333333333335,prediction_set_size,spi_fast_form,0.9955890038963932
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,12,8690244,0.9803333333333333,11.9914,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,13,8229426,0.9702666666666667,8.829,prediction_set_size,standard_real,0.9999607538614195
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,13,8229426,0.9130666666666667,2.941133333333333,prediction_set_size,standard_reference,0.9968123041170923
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,13,8229426,0.9538666666666666,6.5936,prediction_set_size,spi_fast_form,0.999854525592385
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,13,8229426,0.9612,7.37,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,14,348525,0.9917333333333334,22.460066666666666,prediction_set_size,standard_real,0.9999987395211994
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,14,348525,0.9076666666666666,2.9326,prediction_set_size,standard_reference,0.9967129658464792
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,14,348525,0.985,13.749533333333334,prediction_set_size,spi_fast_form,0.9999970459431287
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,14,348525,0.9855333333333334,13.9928,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,15,8277021,0.9523333333333334,6.375266666666667,prediction_set_size,standard_real,0.9998354454032237
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,15,8277021,0.9081333333333333,2.6822666666666666,prediction_set_size,standard_reference,0.9956027569997595
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,15,8277021,0.9091333333333333,2.7249333333333334,prediction_set_size,spi_fast_form,0.9958551506495973
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,15,8277021,0.9164666666666667,3.0875333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,16,3118312,0.9692666666666667,8.851066666666666,prediction_set_size,standard_real,0.9999608470794293
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,16,3118312,0.8907333333333334,2.3056,prediction_set_size,standard_reference,0.9921648765338932
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,16,3118312,0.9444666666666667,5.765933333333333,prediction_set_size,spi_fast_form,0.9997483447617297
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,16,3118312,0.9558,6.7456,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,17,4091990,0.9692666666666667,8.685133333333333,prediction_set_size,standard_real,0.9999602643961357
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,17,4091990,0.9131333333333334,2.8968666666666665,prediction_set_size,standard_reference,0.9968679911312261
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,17,4091990,0.9143333333333333,2.9589333333333334,prediction_set_size,spi_fast_form,0.9971032713355304
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,17,4091990,0.9604666666666667,7.026066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,18,2569919,0.9902666666666666,20.548066666666667,prediction_set_size,standard_real,0.9999985597008164
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,18,2569919,0.897,2.6038,prediction_set_size,standard_reference,0.9950706796527562
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,18,2569919,0.9784,11.593533333333333,prediction_set_size,spi_fast_form,0.9999909452261143
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,18,2569919,0.9859333333333333,14.180866666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.05,0.95,50,1000,15000,19,5495936,0.989,19.3712,prediction_set_size,standard_real,0.9999984453035021
Figure 5,ImageNet,Synthetic-only,0.05,0.95,50,1000,15000,19,5495936,0.9054,2.7800666666666665,prediction_set_size,standard_reference,0.9961457841383472
Figure 5,ImageNet,SPI,0.05,0.95,50,1000,15000,19,5495936,0.9056666666666666,2.792,prediction_set_size,spi_fast_form,0.9962084027326094
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,50,1000,15000,19,5495936,0.8931333333333333,2.4106,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,0,2492284,0.8668666666666667,1.8846666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,0,2492284,0.8347333333333333,1.569,prediction_set_size,standard_reference,0.9681109607187266
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,0,2492284,0.8398666666666667,1.6123333333333334,prediction_set_size,spi_fast_form,0.9711426663614108
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,0,2492284,0.8560666666666666,1.7642666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,1,6438288,0.986,13.707466666666667,prediction_set_size,standard_real,0.9999970513802754
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,1,6438288,0.8281333333333334,1.5645333333333333,prediction_set_size,standard_reference,0.9672684282431946
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,1,6438288,0.8745333333333334,2.054133333333333,prediction_set_size,spi_fast_form,0.9883869129787819
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,1,6438288,0.9011333333333333,2.6762,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,2,275592,0.9602666666666667,7.5103333333333335,prediction_set_size,standard_real,0.9999192877007196
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,2,275592,0.8346666666666667,1.6478666666666666,prediction_set_size,standard_reference,0.972679639260355
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,2,275592,0.9504,6.475733333333333,prediction_set_size,spi_fast_form,0.9998461986119817
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,2,275592,0.9559333333333333,7.060133333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,3,2731692,0.9807333333333333,12.318066666666667,prediction_set_size,standard_real,0.9999938448041696
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,3,2731692,0.8203333333333334,1.512,prediction_set_size,standard_reference,0.9626802156308145
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,3,2731692,0.84,1.6508,prediction_set_size,spi_fast_form,0.972948114150351
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,3,2731692,0.8756,2.0532666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,4,1441594,0.9176666666666666,3.301266666666667,prediction_set_size,standard_real,0.9979666198847645
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,4,1441594,0.8434666666666667,1.6708,prediction_set_size,standard_reference,0.9741351186133825
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,4,1441594,0.8718666666666667,1.9811333333333334,prediction_set_size,spi_fast_form,0.9863004746748639
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,4,1441594,0.8984,2.4638666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,5,7551662,0.7604666666666666,1.2204666666666666,prediction_set_size,standard_real,0.9225809707562027
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,5,7551662,0.8489333333333333,1.7160666666666666,prediction_set_size,standard_reference,0.9770010305133028
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,5,7551662,0.8499333333333333,1.7245333333333333,prediction_set_size,spi_fast_form,0.977397420787617
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,5,7551662,0.735,1.1346,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,6,4731878,0.9406666666666667,5.503266666666667,prediction_set_size,standard_real,0.999701744919819
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,6,4731878,0.8407333333333333,1.6774666666666667,prediction_set_size,standard_reference,0.9745926813850107
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,6,4731878,0.8808,2.1682,prediction_set_size,spi_fast_form,0.9900995948300914
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,6,4731878,0.9084666666666666,2.897266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,7,9486483,0.9492666666666667,6.104133333333333,prediction_set_size,standard_real,0.9998068149360478
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,7,9486483,0.849,1.7035333333333333,prediction_set_size,standard_reference,0.9759574807029984
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,7,9486483,0.869,1.9134,prediction_set_size,spi_fast_form,0.984276434884459
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,7,9486483,0.904,2.6132,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,8,857393,0.8734,2.046866666666667,prediction_set_size,standard_real,0.9876936511299216
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,8,857393,0.8367333333333333,1.6641333333333332,prediction_set_size,standard_reference,0.973704031592838
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,8,857393,0.8645333333333334,1.9274666666666667,prediction_set_size,spi_fast_form,0.9846465496040179
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,8,857393,0.8706666666666667,2.0003333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,9,4233261,0.9678,8.802933333333334,prediction_set_size,standard_real,0.9999600558557984
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,9,4233261,0.8434,1.6998,prediction_set_size,standard_reference,0.9752297686469457
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,9,4233261,0.8434666666666667,1.7002,prediction_set_size,spi_fast_form,0.9752466180920073
