figure,dataset,Method,alpha,target_coverage,n_cal,n_ref,n_test,run_id,run_seed,Coverage,Length,metric_name,method_core,qhat
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,4,1441594,0.971,9.4554,prediction_set_size,spi_fast_form,0.9999727407147511
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,4,1441594,0.9426666666666667,5.683,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,5,7551662,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,5,7551662,0.903,2.647266666666667,prediction_set_size,standard_reference,0.9954414580252692
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,spi_fast_form,0.9999824829915102
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,5,7551662,0.9286,22.319066666666668,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,6,4731878,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,6,4731878,0.8896,2.3486666666666665,prediction_set_size,standard_reference,0.9926252875280154
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,spi_fast_form,0.999701744919819
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,6,4731878,0.9186666666666666,3.4955333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,7,9486483,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,7,9486483,0.919,3.473866666666667,prediction_set_size,standard_reference,0.9983159405051268
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,spi_fast_form,0.9998288541844006
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,7,9486483,1.0,29.999,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,8,857393,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,8,857393,0.8922,2.3856,prediction_set_size,standard_reference,0.9930852742114417
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,8,857393,0.8932,2.4066666666666667,prediction_set_size,spi_fast_form,0.9933215381018977
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,8,857393,0.8727333333333334,2.0370666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,9,4233261,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,9,4233261,0.9013333333333333,2.700066666666667,prediction_set_size,standard_reference,0.9955847782362829
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,spi_fast_form,0.9999600558557984
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,9,4233261,0.8887333333333334,2.3350666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,10,9504621,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,10,9504621,0.8916666666666667,2.3718666666666666,prediction_set_size,standard_reference,0.9928545497737497
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,spi_fast_form,0.9999768621010648
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,10,9504621,0.9496,6.194866666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,11,5118207,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,11,5118207,0.8960666666666667,2.3874666666666666,prediction_set_size,standard_reference,0.9932551659135344
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,11,5118207,0.9976,27.5088,prediction_set_size,spi_fast_form,0.9999992845033506
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,11,5118207,0.9782,11.172,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,12,8690244,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,12,8690244,0.9048,2.767,prediction_set_size,standard_reference,0.9960371065601774
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,spi_fast_form,0.9999936148103509
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,12,8690244,0.9812666666666666,12.297866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,13,8229426,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,13,8229426,0.91,2.8181333333333334,prediction_set_size,standard_reference,0.9962575605721455
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,spi_fast_form,0.9999717881551338
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,13,8229426,0.9462666666666667,5.895066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,14,348525,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,14,348525,0.9138,3.2696666666666667,prediction_set_size,standard_reference,0.9977968298447448
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,14,348525,0.9658,8.4348,prediction_set_size,spi_fast_form,0.9999504601632341
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,14,348525,0.9656,8.387466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,15,8277021,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,15,8277021,0.9141333333333334,2.933333333333333,prediction_set_size,standard_reference,0.9968587877735969
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,15,8277021,0.9528,6.427,prediction_set_size,spi_fast_form,0.9998411948053925
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,15,8277021,0.8952666666666667,2.325266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,16,3118312,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,16,3118312,0.8814,2.1084,prediction_set_size,standard_reference,0.9890571010112454
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,spi_fast_form,0.9999883097661856
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,16,3118312,0.9717333333333333,9.4482,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,17,4091990,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,17,4091990,0.9108666666666667,2.7836666666666665,prediction_set_size,standard_reference,0.9963598087624339
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,spi_fast_form,0.9998785362208537
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,17,4091990,0.9315333333333333,4.414333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,18,2569919,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,18,2569919,0.9090666666666667,3.0287333333333333,prediction_set_size,standard_reference,0.9971554069802715
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,spi_fast_form,0.9999973280780777
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,18,2569919,0.9847333333333333,13.512,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,500,15000,19,5495936,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,500,15000,19,5495936,0.8764,2.050133333333333,prediction_set_size,standard_reference,0.9881551442569815
Figure 8,ImageNet,SPI,0.05,0.95,15,500,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,spi_fast_form,0.9999991035978442
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,500,15000,19,5495936,0.9218,3.8922,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,0,2492284,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,0,2492284,0.8931333333333333,2.312666666666667,prediction_set_size,standard_reference,0.9924873791077301
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,0,2492284,0.8948,2.341066666666667,prediction_set_size,spi_fast_form,0.99281550059823
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,0,2492284,0.8618666666666667,1.8328,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,1,6438288,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,1,6438288,0.9019333333333334,2.707533333333333,prediction_set_size,standard_reference,0.995801843568487
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,spi_fast_form,0.9999970513802754
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,1,6438288,0.9241333333333334,4.053,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,2,275592,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,2,275592,0.8982,2.5997333333333335,prediction_set_size,standard_reference,0.9950572056554131
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,spi_fast_form,0.9999192877007196
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,2,275592,0.9586666666666667,7.3742,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,3,2731692,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,3,2731692,0.8823333333333333,2.157,prediction_set_size,standard_reference,0.9900222946134286
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,spi_fast_form,0.9999953978828906
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,3,2731692,0.9823333333333333,12.8358,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,4,1441594,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,4,1441594,0.905,2.6729333333333334,prediction_set_size,standard_reference,0.9955939261945743
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,4,1441594,0.971,9.4554,prediction_set_size,spi_fast_form,0.9999727407147511
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,4,1441594,0.9531333333333334,6.5868,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,5,7551662,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,5,7551662,0.9066666666666666,2.777066666666667,prediction_set_size,standard_reference,0.9961445687129538
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,spi_fast_form,0.9999824829915102
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,5,7551662,0.8910666666666667,2.3118666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,6,4731878,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,6,4731878,0.9064,2.8192666666666666,prediction_set_size,standard_reference,0.9962886457849359
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,spi_fast_form,0.999701744919819
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,6,4731878,0.9251333333333334,4.087466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,7,9486483,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,7,9486483,0.9118666666666667,2.9795333333333334,prediction_set_size,standard_reference,0.9970391196348027
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,spi_fast_form,0.9998288541844006
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,7,9486483,0.9512,6.284666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,8,857393,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,8,857393,0.8981333333333333,2.522466666666667,prediction_set_size,standard_reference,0.9944306018816217
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,8,857393,0.8985333333333333,2.5412,prediction_set_size,spi_fast_form,0.9945755197851596
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,8,857393,0.8724666666666666,2.0322666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,9,4233261,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,9,4233261,0.9058,2.856733333333333,prediction_set_size,standard_reference,0.9964347670742821
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,spi_fast_form,0.9999600558557984
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,9,4233261,0.8958,2.526133333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,10,9504621,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,10,9504621,0.8959333333333334,2.4708666666666668,prediction_set_size,standard_reference,0.9938913581795339
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,spi_fast_form,0.9999768621010648
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,10,9504621,0.9484666666666667,6.121133333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,11,5118207,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,11,5118207,0.8896666666666667,2.2536,prediction_set_size,standard_reference,0.9916468444780572
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,11,5118207,0.9976,27.5088,prediction_set_size,spi_fast_form,0.9999992845033506
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,11,5118207,0.9762,10.529733333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,12,8690244,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,12,8690244,0.9022,2.6717333333333335,prediction_set_size,standard_reference,0.9955138321975258
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,spi_fast_form,0.9999936148103509
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,12,8690244,0.9812666666666666,12.2876,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,13,8229426,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,13,8229426,0.9128666666666667,2.9346,prediction_set_size,standard_reference,0.9967810718013758
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,spi_fast_form,0.9999717881551338
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,13,8229426,0.9388,5.262133333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,14,348525,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,14,348525,0.9087333333333333,2.9928,prediction_set_size,standard_reference,0.9969370431787703
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,14,348525,0.9658,8.4348,prediction_set_size,spi_fast_form,0.9999504601632341
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,14,348525,0.9654666666666667,8.355466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,15,8277021,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,15,8277021,0.9078,2.6661333333333332,prediction_set_size,standard_reference,0.9955165195538215
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,15,8277021,0.9528,6.427,prediction_set_size,spi_fast_form,0.9998411948053925
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,15,8277021,0.8909333333333334,2.2226666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,16,3118312,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,16,3118312,0.8901333333333333,2.2904666666666667,prediction_set_size,standard_reference,0.9919711953789698
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,spi_fast_form,0.9999883097661856
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,16,3118312,0.9724,9.673066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,17,4091990,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,17,4091990,0.9114,2.8152,prediction_set_size,standard_reference,0.9965066985660128
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,spi_fast_form,0.9998785362208537
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,17,4091990,0.9266,3.9696,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,18,2569919,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,18,2569919,0.8990666666666667,2.6727333333333334,prediction_set_size,standard_reference,0.9955417806816632
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,spi_fast_form,0.9999973280780777
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,18,2569919,0.9835333333333334,13.3018,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1000,15000,19,5495936,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1000,15000,19,5495936,0.9026666666666666,2.686733333333333,prediction_set_size,standard_reference,0.9956371169273885
Figure 8,ImageNet,SPI,0.05,0.95,15,1000,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,spi_fast_form,0.9999991035978442
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1000,15000,19,5495936,0.9256666666666666,4.251133333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,0,2492284,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,0,2492284,0.9036666666666666,2.5976,prediction_set_size,standard_reference,0.9951596298041406
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,0,2492284,0.9047333333333333,2.6375333333333333,prediction_set_size,spi_fast_form,0.9954178638738932
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,0,2492284,0.8633333333333333,1.8449333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,1,6438288,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,1,6438288,0.8965333333333333,2.5298666666666665,prediction_set_size,standard_reference,0.994614148409182
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,spi_fast_form,0.9999970513802754
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,1,6438288,0.9218,3.831733333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,2,275592,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,2,275592,0.9066,2.9347333333333334,prediction_set_size,standard_reference,0.9968517279143184
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,spi_fast_form,0.9999192877007196
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,2,275592,0.9591333333333333,7.4286666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,3,2731692,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,3,2731692,0.8879333333333334,2.2644,prediction_set_size,standard_reference,0.991747970424335
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,spi_fast_form,0.9999953978828906
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,3,2731692,0.9823333333333333,12.818066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,4,1441594,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,4,1441594,0.9023333333333333,2.566133333333333,prediction_set_size,standard_reference,0.9948656732918704
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,4,1441594,0.971,9.4554,prediction_set_size,spi_fast_form,0.9999727407147511
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,4,1441594,0.9476,6.0728,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,5,7551662,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,5,7551662,0.9069333333333334,2.7869333333333333,prediction_set_size,standard_reference,0.996194528861489
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,spi_fast_form,0.9999824829915102
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,5,7551662,0.8917333333333334,2.3248,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,6,4731878,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,6,4731878,0.9069333333333334,2.836533333333333,prediction_set_size,standard_reference,0.9963716046905237
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,spi_fast_form,0.999701744919819
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,6,4731878,0.925,4.073,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,7,9486483,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,7,9486483,0.9116,2.9480666666666666,prediction_set_size,standard_reference,0.9969152805574782
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,spi_fast_form,0.9998288541844006
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,7,9486483,0.9512,6.284666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,8,857393,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,8,857393,0.8992666666666667,2.558333333333333,prediction_set_size,standard_reference,0.9947091876153225
Figure 8,ImageNet,SPI,0.05,0.95,15,1500,15000,8,857393,0.8994666666666666,2.5656666666666665,prediction_set_size,spi_fast_form,0.9947613770148742
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.05,0.95,15,1500,15000,8,857393,0.8724666666666666,2.032,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.05,0.95,15,1500,15000,9,4233261,1.0,30.0,prediction_set_size,standard_real,1.0
Figure 8,ImageNet,Synthetic-only,0.05,0.95,15,1500,15000,9,4233261,0.9049333333333334,2.8311333333333333,prediction_set_size,standard_reference,0.9963179813790277
