figure,dataset,Method,alpha,target_coverage,n_cal,n_ref,n_test,run_id,run_seed,Coverage,Length,metric_name,method_core,qhat
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,13,8229426,0.8990666666666667,2.4643333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,14,348525,0.9658,8.4348,prediction_set_size,standard_real,0.9999504601632341
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,14,348525,0.8866666666666667,2.2302666666666666,prediction_set_size,standard_reference,0.9909269113565514
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,14,348525,0.9552,6.9388,prediction_set_size,spi_fast_form,0.9998816658285483
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,14,348525,0.9586666666666667,7.344,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,15,8277021,0.9528,6.427,prediction_set_size,standard_real,0.9998411948053925
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,15,8277021,0.8910666666666667,2.2288666666666668,prediction_set_size,standard_reference,0.9913505100915015
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,15,8277021,0.8917333333333334,2.2456666666666667,prediction_set_size,spi_fast_form,0.9915969593965537
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,15,8277021,0.793,1.3530666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,standard_real,0.9999883097661856
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,16,3118312,0.8071333333333334,1.4280666666666666,prediction_set_size,standard_reference,0.9536041065988802
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,16,3118312,0.9031333333333333,2.664066666666667,prediction_set_size,spi_fast_form,0.995427957770995
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,16,3118312,0.9544666666666667,6.658066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,standard_real,0.9998785362208537
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,17,4091990,0.8694,1.9005333333333334,prediction_set_size,standard_reference,0.9845416352773549
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,17,4091990,0.8871333333333333,2.1522666666666668,prediction_set_size,spi_fast_form,0.9903246278452079
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,17,4091990,0.8476666666666667,1.67,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,standard_real,0.9999973280780777
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,18,2569919,0.8458,1.7324,prediction_set_size,standard_reference,0.9776162464000203
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,18,2569919,0.9021333333333333,2.7682,prediction_set_size,spi_fast_form,0.9960610972140554
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,18,2569919,0.9750666666666666,10.605266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,100,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,standard_real,0.9999991035978442
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,100,15000,19,5495936,0.8404,1.6742,prediction_set_size,standard_reference,0.9746756041544964
Figure 8,ImageNet,SPI,0.1,0.9,15,100,15000,19,5495936,0.8801333333333333,2.1200666666666668,prediction_set_size,spi_fast_form,0.9895300345586968
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,100,15000,19,5495936,0.8952666666666667,2.4635333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,0,2492284,0.8668,1.8848666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,0,2492284,0.8446,1.6547333333333334,prediction_set_size,standard_reference,0.973898349551892
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,0,2492284,0.8448666666666667,1.6574,prediction_set_size,spi_fast_form,0.9740623385744539
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,0,2492284,0.8398,1.6122666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,standard_real,0.9999970513802754
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,1,6438288,0.8266,1.5559333333333334,prediction_set_size,standard_reference,0.966617272557318
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,1,6438288,0.8287333333333333,1.5715333333333332,prediction_set_size,spi_fast_form,0.967827691298019
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,1,6438288,0.8744666666666666,2.0544,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,standard_real,0.9999192877007196
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,2,275592,0.8446,1.7295333333333334,prediction_set_size,standard_reference,0.9769728833284326
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,2,275592,0.9143333333333333,3.4122666666666666,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,2,275592,0.9504,6.4756,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,standard_real,0.9999953978828906
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,3,2731692,0.8194666666666667,1.5067333333333333,prediction_set_size,standard_reference,0.9621584035600845
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,3,2731692,0.8912666666666667,2.3221333333333334,prediction_set_size,spi_fast_form,0.992505981958631
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,3,2731692,0.9808,12.319866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,4,1441594,0.971,9.4554,prediction_set_size,standard_real,0.9999727407147511
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,4,1441594,0.8158666666666666,1.4782,prediction_set_size,standard_reference,0.959385439373139
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,4,1441594,0.8726,1.9984,prediction_set_size,spi_fast_form,0.9867726979010255
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,4,1441594,0.9177333333333333,3.315,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,standard_real,0.9999824829915102
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,5,7551662,0.8561333333333333,1.7784,prediction_set_size,standard_reference,0.9798858848079475
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,5,7551662,0.8581333333333333,1.8014,prediction_set_size,spi_fast_form,0.9808780143181995
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,5,7551662,0.7712,1.2619333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,standard_real,0.999701744919819
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,6,4731878,0.8456666666666667,1.7278,prediction_set_size,standard_reference,0.9772812409258234
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,6,4731878,0.8707333333333334,2.0096,prediction_set_size,spi_fast_form,0.9868515334193333
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,6,4731878,0.8828666666666667,2.2095333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,standard_real,0.9998288541844006
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,7,9486483,0.8510666666666666,1.7263333333333333,prediction_set_size,standard_reference,0.9770701221850069
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,7,9486483,0.869,1.9133333333333333,prediction_set_size,spi_fast_form,0.984276434884459
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,7,9486483,0.9494666666666667,6.116266666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,8,857393,0.8734,2.0472,prediction_set_size,standard_real,0.9876936511299216
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,8,857393,0.8105333333333333,1.4884666666666666,prediction_set_size,standard_reference,0.9603718595209592
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,8,857393,0.8213333333333334,1.5544,prediction_set_size,spi_fast_form,0.9661217594871859
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,8,857393,0.8653333333333333,1.9375333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,standard_real,0.9999600558557984
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,9,4233261,0.8494666666666667,1.7602,prediction_set_size,standard_reference,0.9780953591376571
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,9,4233261,0.8499333333333333,1.7642666666666666,prediction_set_size,spi_fast_form,0.9782511545232101
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,9,4233261,0.7645333333333333,1.2506,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,standard_real,0.9999768621010648
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,10,9504621,0.8410666666666666,1.6607333333333334,prediction_set_size,standard_reference,0.9732711795096083
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,10,9504621,0.8474666666666667,1.7204666666666666,prediction_set_size,spi_fast_form,0.9765138208036526
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,10,9504621,0.9206666666666666,3.7136666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,11,5118207,0.9976,27.5088,prediction_set_size,standard_real,0.9999992845033506
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,11,5118207,0.8356666666666667,1.602,prediction_set_size,standard_reference,0.9700936215098245
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,11,5118207,0.9048666666666667,2.6703333333333332,prediction_set_size,spi_fast_form,0.9955529128751031
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,11,5118207,0.9574,6.8168,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,12,8690244,0.8297333333333333,1.5641333333333334,prediction_set_size,standard_reference,0.9679816500408359
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,12,8690244,0.8701333333333333,1.9570666666666667,prediction_set_size,spi_fast_form,0.9858357202440562
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,12,8690244,0.9798,11.945933333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,standard_real,0.9999717881551338
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,13,8229426,0.8041333333333334,1.4086666666666667,prediction_set_size,standard_reference,0.9524811500482154
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,13,8229426,0.8254,1.5431333333333332,prediction_set_size,spi_fast_form,0.9656021716091798
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,13,8229426,0.903,2.5978,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,14,348525,0.9658,8.4348,prediction_set_size,standard_real,0.9999504601632341
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,14,348525,0.8316666666666667,1.5912,prediction_set_size,standard_reference,0.9681276188882398
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,14,348525,0.9552,6.9388,prediction_set_size,spi_fast_form,0.9998816658285483
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,14,348525,0.9586666666666667,7.3308,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,15,8277021,0.9528,6.427,prediction_set_size,standard_real,0.9998411948053925
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,15,8277021,0.8910666666666667,2.2288666666666668,prediction_set_size,standard_reference,0.9913505100915015
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,15,8277021,0.8917333333333334,2.2456666666666667,prediction_set_size,spi_fast_form,0.9915969593965537
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,15,8277021,0.7867333333333333,1.3234,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,standard_real,0.9999883097661856
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,16,3118312,0.8206,1.5075333333333334,prediction_set_size,standard_reference,0.9617110553142175
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,16,3118312,0.9031333333333333,2.664066666666667,prediction_set_size,spi_fast_form,0.995427957770995
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,16,3118312,0.9540666666666666,6.6144,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,standard_real,0.9998785362208537
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,17,4091990,0.8394,1.6096666666666666,prediction_set_size,standard_reference,0.9712157194883483
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,17,4091990,0.8421333333333333,1.6277333333333333,prediction_set_size,spi_fast_form,0.9724568225560137
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,17,4091990,0.8524666666666667,1.7198,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,standard_real,0.9999973280780777
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,18,2569919,0.8484666666666667,1.7574,prediction_set_size,standard_reference,0.9787415057828787
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,18,2569919,0.9021333333333333,2.7682,prediction_set_size,spi_fast_form,0.9960610972140554
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,18,2569919,0.9751333333333333,10.636466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,250,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,standard_real,0.9999991035978442
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,250,15000,19,5495936,0.8106666666666666,1.4696666666666667,prediction_set_size,standard_reference,0.9594866041344394
Figure 8,ImageNet,SPI,0.1,0.9,15,250,15000,19,5495936,0.8801333333333333,2.1200666666666668,prediction_set_size,spi_fast_form,0.9895300345586968
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,250,15000,19,5495936,0.8931333333333333,2.4061333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,0,2492284,0.8668,1.8848666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,0,2492284,0.8294666666666667,1.535,prediction_set_size,standard_reference,0.9654291403876416
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,0,2492284,0.8321333333333333,1.5532,prediction_set_size,spi_fast_form,0.9667857286988665
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,0,2492284,0.8398,1.6125333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,standard_real,0.9999970513802754
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,1,6438288,0.8443333333333334,1.6904,prediction_set_size,standard_reference,0.9756321044235017
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,1,6438288,0.8445333333333334,1.6922666666666666,prediction_set_size,spi_fast_form,0.9757348934173917
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,1,6438288,0.8774,2.0962666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,standard_real,0.9999192877007196
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,2,275592,0.8314,1.6230666666666667,prediction_set_size,standard_reference,0.9709523152072287
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,2,275592,0.9143333333333333,3.4122666666666666,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,2,275592,0.9498,6.372733333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,standard_real,0.9999953978828906
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,3,2731692,0.8252,1.5399333333333334,prediction_set_size,standard_reference,0.9651608058258394
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,3,2731692,0.8912666666666667,2.3221333333333334,prediction_set_size,spi_fast_form,0.992505981958631
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,3,2731692,0.9808,12.3378,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,4,1441594,0.971,9.4554,prediction_set_size,standard_real,0.9999727407147511
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,4,1441594,0.8270666666666666,1.5574666666666668,prediction_set_size,standard_reference,0.9663312472085798
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,4,1441594,0.8726,1.9984,prediction_set_size,spi_fast_form,0.9867726979010255
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,4,1441594,0.9185333333333333,3.4014,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,standard_real,0.9999824829915102
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,5,7551662,0.8472,1.6992,prediction_set_size,standard_reference,0.9761133717499151
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,5,7551662,0.8484,1.7102666666666666,prediction_set_size,spi_fast_form,0.9767392018593045
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,5,7551662,0.774,1.2719333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,standard_real,0.999701744919819
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,6,4731878,0.8422,1.6906,prediction_set_size,standard_reference,0.9753890346104849
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,6,4731878,0.8707333333333334,2.0096,prediction_set_size,spi_fast_form,0.9868515334193333
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,6,4731878,0.8828666666666667,2.2105333333333332,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,standard_real,0.9998288541844006
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,7,9486483,0.8605333333333334,1.813,prediction_set_size,standard_reference,0.9809171705563219
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,7,9486483,0.869,1.9133333333333333,prediction_set_size,spi_fast_form,0.984276434884459
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,7,9486483,0.9494666666666667,6.121933333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,8,857393,0.8734,2.0472,prediction_set_size,standard_real,0.9876936511299216
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,8,857393,0.8145333333333333,1.5109333333333332,prediction_set_size,standard_reference,0.9624726591052398
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,8,857393,0.8145333333333333,1.5114,prediction_set_size,spi_fast_form,0.9625125288072719
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,8,857393,0.8650666666666667,1.9354,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,standard_real,0.9999600558557984
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,9,4233261,0.8499333333333333,1.7642666666666666,prediction_set_size,standard_reference,0.9782511545232101
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,9,4233261,0.8503333333333334,1.769,prediction_set_size,spi_fast_form,0.978443340091627
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,9,4233261,0.7672,1.2623333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,standard_real,0.9999768621010648
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,10,9504621,0.8374,1.6348666666666667,prediction_set_size,standard_reference,0.9716144504246231
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,10,9504621,0.8446,1.6962,prediction_set_size,spi_fast_form,0.9753211542643309
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,10,9504621,0.9201333333333334,3.6726666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,11,5118207,0.9976,27.5088,prediction_set_size,standard_real,0.9999992845033506
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,11,5118207,0.8155333333333333,1.4716,prediction_set_size,standard_reference,0.9591505648503419
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,11,5118207,0.9048666666666667,2.6703333333333332,prediction_set_size,spi_fast_form,0.9955529128751031
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,11,5118207,0.9558,6.664733333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,12,8690244,0.8406666666666667,1.6440666666666666,prediction_set_size,standard_reference,0.9732257117856324
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,12,8690244,0.8701333333333333,1.9570666666666667,prediction_set_size,spi_fast_form,0.9858357202440562
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,12,8690244,0.9796666666666667,11.926733333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,standard_real,0.9999717881551338
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,13,8229426,0.8354666666666667,1.6086666666666667,prediction_set_size,standard_reference,0.9703158486233233
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,13,8229426,0.8364666666666667,1.618,prediction_set_size,spi_fast_form,0.9708728519816692
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,13,8229426,0.9000666666666667,2.489333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,14,348525,0.9658,8.4348,prediction_set_size,standard_real,0.9999504601632341
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,14,348525,0.8538,1.7691333333333332,prediction_set_size,standard_reference,0.9784651512159758
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,14,348525,0.9552,6.9388,prediction_set_size,spi_fast_form,0.9998816658285483
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,14,348525,0.9592,7.4539333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,15,8277021,0.9528,6.427,prediction_set_size,standard_real,0.9998411948053925
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,15,8277021,0.8791333333333333,2.0318666666666667,prediction_set_size,standard_reference,0.987760331181297
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,15,8277021,0.8802,2.042866666666667,prediction_set_size,spi_fast_form,0.9879822662641994
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,15,8277021,0.7928,1.3522,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,standard_real,0.9999883097661856
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,16,3118312,0.8166,1.4831333333333334,prediction_set_size,standard_reference,0.9594760985067674
Figure 8,ImageNet,SPI,0.1,0.9,15,500,15000,16,3118312,0.9031333333333333,2.664066666666667,prediction_set_size,spi_fast_form,0.995427957770995
Figure 8,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,500,15000,16,3118312,0.954,6.596333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 8,ImageNet,SCP,0.1,0.9,15,500,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,standard_real,0.9998785362208537
Figure 8,ImageNet,Synthetic-only,0.1,0.9,15,500,15000,17,4091990,0.8392666666666667,1.6084,prediction_set_size,standard_reference,0.9711271128429336
