"Method","Cov","Width","Time","Dataset","Trial","Shock_Probability"
"SCP",0.831,3.5469586401867,0,"Student-t",91,0
"RSA-CP (OT) (Ours)",0.8145,3.38274540522585,0,"Student-t",91,0
"SCP",0.831,3.5469586401867,0,"Student-t",91,0.1
"RSA-CP (OT) (Ours)",0.8215,3.43364930829787,0.0200000000000102,"Student-t",91,0.1
"SCP",0.831,3.5469586401867,0,"Student-t",91,0.2
"RSA-CP (OT) (Ours)",0.7745,3.0390424197773,0,"Student-t",91,0.2
"SCP",0.831,3.5469586401867,0,"Student-t",91,0.3
"RSA-CP (OT) (Ours)",0.8135,3.3727696805612,0,"Student-t",91,0.3
"SCP",0.831,3.5469586401867,0,"Student-t",91,0.4
"RSA-CP (OT) (Ours)",0.792,3.21510148684816,0.00999999999999091,"Student-t",91,0.4
"SCP",0.831,3.5469586401867,0,"Student-t",91,0.5
"RSA-CP (OT) (Ours)",0.792,3.21020522608801,0,"Student-t",91,0.5
"SCP",0.986,12.5445633946076,0,"LogNormal",92,0
"RSA-CP (OT) (Ours)",0.9715,9.65125834824566,0.0200000000000102,"LogNormal",92,0
"SCP",0.986,12.5445633946076,0,"LogNormal",92,0.1
"RSA-CP (OT) (Ours)",0.9695,9.50113532165242,0,"LogNormal",92,0.1
"SCP",0.986,12.5445633946076,0,"LogNormal",92,0.2
"RSA-CP (OT) (Ours)",0.9655,9.14948240816165,0,"LogNormal",92,0.2
"SCP",0.986,12.5445633946076,0,"LogNormal",92,0.3
"RSA-CP (OT) (Ours)",0.967,9.35724272320007,0.0199999999999818,"LogNormal",92,0.3
"SCP",0.986,12.5445633946076,0,"LogNormal",92,0.4
"RSA-CP (OT) (Ours)",0.968,9.40712507629078,0,"LogNormal",92,0.4
"SCP",0.986,12.5445633946076,0,"LogNormal",92,0.5
"RSA-CP (OT) (Ours)",0.9655,9.15555522412196,0,"LogNormal",92,0.5
"SCP",0.997,20.7674172758012,0,"Student-t",92,0
"RSA-CP (OT) (Ours)",0.978,8.80800329060544,0,"Student-t",92,0
"SCP",0.997,20.7674172758012,0,"Student-t",92,0.1
"RSA-CP (OT) (Ours)",0.9875,10.4381852826677,0,"Student-t",92,0.1
"SCP",0.997,20.7674172758012,0,"Student-t",92,0.2
"RSA-CP (OT) (Ours)",0.978,8.8138570357531,0,"Student-t",92,0.2
"SCP",0.997,20.7674172758012,0,"Student-t",92,0.3
"RSA-CP (OT) (Ours)",0.9725,8.12284790952993,0.0199999999999818,"Student-t",92,0.3
"SCP",0.997,20.7674172758012,0,"Student-t",92,0.4
"RSA-CP (OT) (Ours)",0.981,9.50043341676101,0,"Student-t",92,0.4
"SCP",0.997,20.7674172758012,0,"Student-t",92,0.5
"RSA-CP (OT) (Ours)",0.984,9.77094779128691,0,"Student-t",92,0.5
"SCP",0.978,10.6183114513354,0,"LogNormal",93,0
"RSA-CP (OT) (Ours)",0.9665,9.27249252942366,0,"LogNormal",93,0
"SCP",0.978,10.6183114513354,0,"LogNormal",93,0.1
"RSA-CP (OT) (Ours)",0.968,9.37830767057121,0,"LogNormal",93,0.1
"SCP",0.978,10.6183114513354,0,"LogNormal",93,0.2
"RSA-CP (OT) (Ours)",0.9645,9.13485639310034,0.0199999999999818,"LogNormal",93,0.2
"SCP",0.978,10.6183114513354,0,"LogNormal",93,0.3
"RSA-CP (OT) (Ours)",0.9665,9.32035602531291,0,"LogNormal",93,0.3
"SCP",0.978,10.6183114513354,0,"LogNormal",93,0.4
"RSA-CP (OT) (Ours)",0.959,8.80566243282366,0,"LogNormal",93,0.4
"SCP",0.978,10.6183114513354,0,"LogNormal",93,0.5
"RSA-CP (OT) (Ours)",0.966,9.1980253468466,0.0100000000000193,"LogNormal",93,0.5
"SCP",0.9655,7.60297904747701,0,"Student-t",93,0
"RSA-CP (OT) (Ours)",0.923,5.24632102679206,0,"Student-t",93,0
"SCP",0.9655,7.60297904747701,0,"Student-t",93,0.1
"RSA-CP (OT) (Ours)",0.9365,5.68895777264407,0,"Student-t",93,0.1
"SCP",0.9655,7.60297904747701,0,"Student-t",93,0.2
"RSA-CP (OT) (Ours)",0.9115,4.96471255369969,0.0199999999999818,"Student-t",93,0.2
"SCP",0.9655,7.60297904747701,0,"Student-t",93,0.3
"RSA-CP (OT) (Ours)",0.9155,5.02856520391254,0,"Student-t",93,0.3
"SCP",0.9655,7.60297904747701,0,"Student-t",93,0.4
"RSA-CP (OT) (Ours)",0.9245,5.28531878066758,0,"Student-t",93,0.4
"SCP",0.9655,7.60297904747701,0,"Student-t",93,0.5
"RSA-CP (OT) (Ours)",0.9215,5.16966115737158,0,"Student-t",93,0.5
"SCP",0.9985,20.9523122462956,0,"LogNormal",94,0
"RSA-CP (OT) (Ours)",0.988,13.2216964736875,0.00999999999999091,"LogNormal",94,0
"SCP",0.9985,20.9523122462956,0,"LogNormal",94,0.1
"RSA-CP (OT) (Ours)",0.989,13.3921484712535,0,"LogNormal",94,0.1
"SCP",0.9985,20.9523122462956,0,"LogNormal",94,0.2
"RSA-CP (OT) (Ours)",0.9885,13.3144231851841,0,"LogNormal",94,0.2
"SCP",0.9985,20.9523122462956,0,"LogNormal",94,0.3
"RSA-CP (OT) (Ours)",0.9865,12.8480609862518,0.0200000000000102,"LogNormal",94,0.3
"SCP",0.9985,20.9523122462956,0,"LogNormal",94,0.4
"RSA-CP (OT) (Ours)",0.9845,12.173337144042,0,"LogNormal",94,0.4
"SCP",0.9985,20.9523122462956,0,"LogNormal",94,0.5
"RSA-CP (OT) (Ours)",0.9865,12.8599714206722,0,"LogNormal",94,0.5
"SCP",0.952,6.52079189728537,0,"Student-t",94,0
"RSA-CP (OT) (Ours)",0.9435,6.07684815220351,0,"Student-t",94,0
"SCP",0.952,6.52079189728537,0,"Student-t",94,0.1
"RSA-CP (OT) (Ours)",0.9415,5.99583735775189,0,"Student-t",94,0.1
"SCP",0.952,6.52079189728537,0,"Student-t",94,0.2
"RSA-CP (OT) (Ours)",0.9415,5.99120486513219,0,"Student-t",94,0.2
"SCP",0.952,6.52079189728537,0,"Student-t",94,0.3
"RSA-CP (OT) (Ours)",0.9405,5.93890632948106,0,"Student-t",94,0.3
"SCP",0.952,6.52079189728537,0,"Student-t",94,0.4
"RSA-CP (OT) (Ours)",0.9435,6.08870325290249,0.0200000000000102,"Student-t",94,0.4
"SCP",0.952,6.52079189728537,0,"Student-t",94,0.5
"RSA-CP (OT) (Ours)",0.943,6.02710707729455,0,"Student-t",94,0.5
"SCP",0.9795,10.9213093390093,0,"LogNormal",95,0
"RSA-CP (OT) (Ours)",0.9305,7.39526098598026,0.0199999999999818,"LogNormal",95,0
"SCP",0.9795,10.9213093390093,0,"LogNormal",95,0.1
"RSA-CP (OT) (Ours)",0.909,6.76218151381622,0,"LogNormal",95,0.1
"SCP",0.9795,10.9213093390093,0,"LogNormal",95,0.2
"RSA-CP (OT) (Ours)",0.915,6.97158758709782,0,"LogNormal",95,0.2
"SCP",0.9795,10.9213093390093,0,"LogNormal",95,0.3
"RSA-CP (OT) (Ours)",0.9085,6.74361265214339,0.0100000000000193,"LogNormal",95,0.3
"SCP",0.9795,10.9213093390093,0,"LogNormal",95,0.4
"RSA-CP (OT) (Ours)",0.9085,6.74796586329701,0,"LogNormal",95,0.4
"SCP",0.9795,10.9213093390093,0,"LogNormal",95,0.5
"RSA-CP (OT) (Ours)",0.9065,6.6910125664553,0,"LogNormal",95,0.5
"SCP",0.932,5.53790190938193,0,"Student-t",95,0
"RSA-CP (OT) (Ours)",0.9235,5.25606561054778,0.0199999999999818,"Student-t",95,0
"SCP",0.932,5.53790190938193,0,"Student-t",95,0.1
"RSA-CP (OT) (Ours)",0.9215,5.1741654548934,0,"Student-t",95,0.1
"SCP",0.932,5.53790190938193,0,"Student-t",95,0.2
"RSA-CP (OT) (Ours)",0.903,4.81707385843398,0,"Student-t",95,0.2
"SCP",0.932,5.53790190938193,0,"Student-t",95,0.3
"RSA-CP (OT) (Ours)",0.918,5.09202169861752,0,"Student-t",95,0.3
"SCP",0.932,5.53790190938193,0,"Student-t",95,0.4
"RSA-CP (OT) (Ours)",0.923,5.19010959672165,0,"Student-t",95,0.4
"SCP",0.932,5.53790190938193,0,"Student-t",95,0.5
"RSA-CP (OT) (Ours)",0.9115,4.95919739381221,0,"Student-t",95,0.5
"SCP",0.945,8.20064942152572,0,"LogNormal",96,0
"RSA-CP (OT) (Ours)",0.937,7.75006226903984,0,"LogNormal",96,0
"SCP",0.945,8.20064942152572,0,"LogNormal",96,0.1
"RSA-CP (OT) (Ours)",0.939,7.83670746024921,0,"LogNormal",96,0.1
"SCP",0.945,8.20064942152572,0,"LogNormal",96,0.2
"RSA-CP (OT) (Ours)",0.935,7.62482338998086,0,"LogNormal",96,0.2
"SCP",0.945,8.20064942152572,0,"LogNormal",96,0.3
"RSA-CP (OT) (Ours)",0.9305,7.42054571469881,0,"LogNormal",96,0.3
"SCP",0.945,8.20064942152572,0,"LogNormal",96,0.4
"RSA-CP (OT) (Ours)",0.938,7.78874765398379,0,"LogNormal",96,0.4
"SCP",0.945,8.20064942152572,0,"LogNormal",96,0.5
"RSA-CP (OT) (Ours)",0.938,7.80200610090565,0.0199999999999818,"LogNormal",96,0.5
"SCP",0.927,5.32724026965514,0,"Student-t",96,0
"RSA-CP (OT) (Ours)",0.9155,5.0324808775556,0,"Student-t",96,0
"SCP",0.927,5.32724026965514,0,"Student-t",96,0.1
"RSA-CP (OT) (Ours)",0.9065,4.89127501683453,0,"Student-t",96,0.1
"SCP",0.927,5.32724026965514,0,"Student-t",96,0.2
"RSA-CP (OT) (Ours)",0.9075,4.89588182797592,0,"Student-t",96,0.2
"SCP",0.927,5.32724026965514,0,"Student-t",96,0.3
"RSA-CP (OT) (Ours)",0.9125,4.98688001106322,0,"Student-t",96,0.3
"SCP",0.927,5.32724026965514,0,"Student-t",96,0.4
"RSA-CP (OT) (Ours)",0.9065,4.88813465170444,0,"Student-t",96,0.4
"SCP",0.927,5.32724026965514,0,"Student-t",96,0.5
"RSA-CP (OT) (Ours)",0.905,4.86504204285238,0,"Student-t",96,0.5
"SCP",0.9795,11.3476917627959,0,"LogNormal",97,0
"RSA-CP (OT) (Ours)",0.9555,8.509396087132,0,"LogNormal",97,0
"SCP",0.9795,11.3476917627959,0,"LogNormal",97,0.1
"RSA-CP (OT) (Ours)",0.966,9.2558610996899,0,"LogNormal",97,0.1
"SCP",0.9795,11.3476917627959,0,"LogNormal",97,0.2
"RSA-CP (OT) (Ours)",0.957,8.74264912508294,0,"LogNormal",97,0.2
"SCP",0.9795,11.3476917627959,0,"LogNormal",97,0.3
"RSA-CP (OT) (Ours)",0.9445,8.03920258732658,0,"LogNormal",97,0.3
"SCP",0.9795,11.3476917627959,0,"LogNormal",97,0.4
"RSA-CP (OT) (Ours)",0.943,7.95126174319625,0,"LogNormal",97,0.4
"SCP",0.9795,11.3476917627959,0,"LogNormal",97,0.5
"RSA-CP (OT) (Ours)",0.9625,8.96430262408496,0.00999999999999091,"LogNormal",97,0.5
"SCP",0.989,11.3893103063205,0,"Student-t",97,0
"RSA-CP (OT) (Ours)",0.9495,6.38493910279095,0,"Student-t",97,0
"SCP",0.989,11.3893103063205,0,"Student-t",97,0.1
"RSA-CP (OT) (Ours)",0.9575,6.9006408158745,0,"Student-t",97,0.1
"SCP",0.989,11.3893103063205,0,"Student-t",97,0.2
"RSA-CP (OT) (Ours)",0.9585,7.06712883772422,0.0200000000000102,"Student-t",97,0.2
"SCP",0.989,11.3893103063205,0,"Student-t",97,0.3
"RSA-CP (OT) (Ours)",0.953,6.68557404145744,0,"Student-t",97,0.3
"SCP",0.989,11.3893103063205,0,"Student-t",97,0.4
"RSA-CP (OT) (Ours)",0.9575,6.89775620755998,0,"Student-t",97,0.4
"SCP",0.989,11.3893103063205,0,"Student-t",97,0.5
"RSA-CP (OT) (Ours)",0.95,6.40906864463657,0.00999999999999091,"Student-t",97,0.5
"SCP",0.9845,12.15407932488,0,"LogNormal",98,0
"RSA-CP (OT) (Ours)",0.9235,7.21697510047077,0,"LogNormal",98,0
"SCP",0.9845,12.15407932488,0,"LogNormal",98,0.1
"RSA-CP (OT) (Ours)",0.9385,7.81513805826747,0.0200000000000102,"LogNormal",98,0.1
"SCP",0.9845,12.15407932488,0,"LogNormal",98,0.2
"RSA-CP (OT) (Ours)",0.8975,6.4622068413742,0,"LogNormal",98,0.2
"SCP",0.9845,12.15407932488,0,"LogNormal",98,0.3
"RSA-CP (OT) (Ours)",0.9145,6.93323117705238,0,"LogNormal",98,0.3
"SCP",0.9845,12.15407932488,0,"LogNormal",98,0.4
"RSA-CP (OT) (Ours)",0.888,6.29744558633395,0,"LogNormal",98,0.4
"SCP",0.9845,12.15407932488,0,"LogNormal",98,0.5
"RSA-CP (OT) (Ours)",0.9085,6.73946186284442,0.00999999999999091,"LogNormal",98,0.5
"SCP",0.962,7.38500069165621,0,"Student-t",98,0
"RSA-CP (OT) (Ours)",0.9435,6.10035562664095,0,"Student-t",98,0
"SCP",0.962,7.38500069165621,0,"Student-t",98,0.1
"RSA-CP (OT) (Ours)",0.945,6.21545414777479,0,"Student-t",98,0.1
"SCP",0.962,7.38500069165621,0,"Student-t",98,0.2
"RSA-CP (OT) (Ours)",0.9475,6.30218642126522,0,"Student-t",98,0.2
"SCP",0.962,7.38500069165621,0,"Student-t",98,0.3
"RSA-CP (OT) (Ours)",0.9415,5.98518246846366,0,"Student-t",98,0.3
"SCP",0.962,7.38500069165621,0,"Student-t",98,0.4
"RSA-CP (OT) (Ours)",0.9435,6.13980492069682,0,"Student-t",98,0.4
"SCP",0.962,7.38500069165621,0,"Student-t",98,0.5
"RSA-CP (OT) (Ours)",0.9435,6.08213116775056,0,"Student-t",98,0.5
"SCP",0.9575,8.76527359434878,0,"LogNormal",99,0
"RSA-CP (OT) (Ours)",0.914,6.91688064426285,0,"LogNormal",99,0
"SCP",0.9575,8.76527359434878,0,"LogNormal",99,0.1
"RSA-CP (OT) (Ours)",0.915,6.97452063662392,0.0100000000000193,"LogNormal",99,0.1
"SCP",0.9575,8.76527359434878,0,"LogNormal",99,0.2
"RSA-CP (OT) (Ours)",0.9155,6.98439914689195,0,"LogNormal",99,0.2
"SCP",0.9575,8.76527359434878,0,"LogNormal",99,0.3
"RSA-CP (OT) (Ours)",0.893,6.40551343813164,0,"LogNormal",99,0.3
"SCP",0.9575,8.76527359434878,0,"LogNormal",99,0.4
"RSA-CP (OT) (Ours)",0.9145,6.94121099626984,0.0199999999999818,"LogNormal",99,0.4
"SCP",0.9575,8.76527359434878,0,"LogNormal",99,0.5
"RSA-CP (OT) (Ours)",0.907,6.70106605402827,0,"LogNormal",99,0.5
"SCP",0.9515,6.44469440441629,0,"Student-t",99,0
"RSA-CP (OT) (Ours)",0.899,4.69760175498957,0,"Student-t",99,0
"SCP",0.9515,6.44469440441629,0,"Student-t",99,0.1
"RSA-CP (OT) (Ours)",0.8975,4.6665017964212,0.0100000000000193,"Student-t",99,0.1
"SCP",0.9515,6.44469440441629,0,"Student-t",99,0.2
"RSA-CP (OT) (Ours)",0.847,3.774020971509,0,"Student-t",99,0.2
"SCP",0.9515,6.44469440441629,0,"Student-t",99,0.3
"RSA-CP (OT) (Ours)",0.8995,4.70031714737864,0,"Student-t",99,0.3
"SCP",0.9515,6.44469440441629,0,"Student-t",99,0.4
"RSA-CP (OT) (Ours)",0.8815,4.34137567522624,0,"Student-t",99,0.4
"SCP",0.9515,6.44469440441629,0,"Student-t",99,0.5
"RSA-CP (OT) (Ours)",0.8555,3.94500032158385,0,"Student-t",99,0.5
"SCP",0.9625,8.99336062715702,0,"LogNormal",100,0
"RSA-CP (OT) (Ours)",0.9445,8.11394862446301,0.0100000000000193,"LogNormal",100,0
"SCP",0.9625,8.99336062715702,0,"LogNormal",100,0.1
"RSA-CP (OT) (Ours)",0.943,8.00600295635204,0,"LogNormal",100,0.1
"SCP",0.9625,8.99336062715702,0,"LogNormal",100,0.2
"RSA-CP (OT) (Ours)",0.9445,8.08721736766857,0,"LogNormal",100,0.2
"SCP",0.9625,8.99336062715702,0,"LogNormal",100,0.3
"RSA-CP (OT) (Ours)",0.943,7.92878211547622,0,"LogNormal",100,0.3
"SCP",0.9625,8.99336062715702,0,"LogNormal",100,0.4
"RSA-CP (OT) (Ours)",0.939,7.84810637900566,0,"LogNormal",100,0.4
"SCP",0.9625,8.99336062715702,0,"LogNormal",100,0.5
"RSA-CP (OT) (Ours)",0.939,7.83556422829501,0,"LogNormal",100,0.5
"SCP",0.979,9.05947786966726,0,"Student-t",100,0
"RSA-CP (OT) (Ours)",0.962,7.383312556716,0.0200000000000102,"Student-t",100,0
"SCP",0.979,9.05947786966726,0,"Student-t",100,0.1
"RSA-CP (OT) (Ours)",0.9605,7.30799894079754,0,"Student-t",100,0.1
"SCP",0.979,9.05947786966726,0,"Student-t",100,0.2
"RSA-CP (OT) (Ours)",0.962,7.37311692811297,0,"Student-t",100,0.2
"SCP",0.979,9.05947786966726,0,"Student-t",100,0.3
"RSA-CP (OT) (Ours)",0.959,7.22966689851725,0,"Student-t",100,0.3
"SCP",0.979,9.05947786966726,0,"Student-t",100,0.4
"RSA-CP (OT) (Ours)",0.9575,6.91978706208721,0.00999999999999091,"Student-t",100,0.4
"SCP",0.979,9.05947786966726,0,"Student-t",100,0.5
"RSA-CP (OT) (Ours)",0.9585,7.17514049958176,0,"Student-t",100,0.5
