"Method","Cov","Width","Time","Dataset","Trial","Noise"
"RSA-CP (OT) (Ours)",0.953,6.59002408375262,0.0200000000000102,"Student-t",89,0.5
"SPI",0.9485,6.3856220920702,0.0300000000000011,"Student-t",89,0.5
"Synthetic-only",0.9485,6.36989448136508,0,"Student-t",89,0.5
"SCP",0.9625,7.24586766005496,0,"Student-t",89,1
"RSA-CP (OT) (Ours)",0.953,6.59002408375262,0,"Student-t",89,1
"SPI",0.962,7.18607188691686,0.039999999999992,"Student-t",89,1
"Synthetic-only",0.9615,7.16223348421195,0,"Student-t",89,1
"SCP",0.9625,7.24586766005496,0,"Student-t",89,1.5
"RSA-CP (OT) (Ours)",0.953,6.58866240131134,0,"Student-t",89,1.5
"SPI",0.975,8.40593310175596,0.0500000000000114,"Student-t",89,1.5
"Synthetic-only",0.9745,8.38517186212978,0,"Student-t",89,1.5
"SCP",0.9625,7.24586766005496,0,"Student-t",89,2
"RSA-CP (OT) (Ours)",0.9535,6.64448709270925,0.019999999999996,"Student-t",89,2
"SPI",0.986,10.2144385598689,0.0300000000000011,"Student-t",89,2
"Synthetic-only",0.986,10.2028550562375,0,"Student-t",89,2
"SCP",0.9625,7.24586766005496,0,"Student-t",89,3
"RSA-CP (OT) (Ours)",0.954,6.69895010166588,0.0100000000000051,"Student-t",89,3
"SPI",0.9955,13.1155730731784,0.0499999999999972,"Student-t",89,3
"Synthetic-only",0.9955,13.0927656717962,0,"Student-t",89,3
"SCP",0.986,12.673650424868,0,"LogNormal",90,0.25
"RSA-CP (OT) (Ours)",0.975,10.5998950517789,0,"LogNormal",90,0.25
"SPI",0.943,8.36078610518006,0.0600000000000023,"LogNormal",90,0.25
"Synthetic-only",0.7275,4.28695522894055,0.019999999999996,"LogNormal",90,0.25
"SCP",0.986,12.673650424868,0,"LogNormal",90,0.5
"RSA-CP (OT) (Ours)",0.973,10.3319201768744,0,"LogNormal",90,0.5
"SPI",0.943,8.36078610518006,0.0499999999999972,"LogNormal",90,0.5
"Synthetic-only",0.811,5.10742426448875,0,"LogNormal",90,0.5
"SCP",0.986,12.673650424868,0,"LogNormal",90,1
"RSA-CP (OT) (Ours)",0.9745,10.5105700934774,0.00999999999999091,"LogNormal",90,1
"SPI",0.943,8.36078610518006,0.0500000000000114,"LogNormal",90,1
"Synthetic-only",0.903,6.77573636575507,0,"LogNormal",90,1
"SCP",0.986,12.673650424868,0,"LogNormal",90,1.5
"RSA-CP (OT) (Ours)",0.972,10.2128202324724,0,"LogNormal",90,1.5
"SPI",0.943,8.36078610518006,0.0499999999999972,"LogNormal",90,1.5
"Synthetic-only",0.941,8.31746689746773,0,"LogNormal",90,1.5
"SCP",0.986,12.673650424868,0,"LogNormal",90,2
"RSA-CP (OT) (Ours)",0.9705,9.97462034366835,0.00999999999999091,"LogNormal",90,2
"SPI",0.968,9.81305121282641,0.0500000000000114,"LogNormal",90,2
"Synthetic-only",0.968,9.80482235783782,0,"LogNormal",90,2
"SCP",0.986,12.673650424868,0,"LogNormal",90,3
"RSA-CP (OT) (Ours)",0.973,10.306286149199,0,"LogNormal",90,3
"SPI",0.9895,13.4366808654537,0.0499999999999972,"LogNormal",90,3
"Synthetic-only",0.9895,13.3379669199586,0,"LogNormal",90,3
"SCP",0.9625,7.32867527673558,0,"Student-t",90,0.25
"RSA-CP (OT) (Ours)",0.942,6.15991621843507,0.00999999999999091,"Student-t",90,0.25
"SPI",0.949,6.46887634782575,0.0500000000000114,"Student-t",90,0.25
"Synthetic-only",0.949,6.41945918744036,0,"Student-t",90,0.25
"SCP",0.9625,7.32867527673558,0,"Student-t",90,0.5
"RSA-CP (OT) (Ours)",0.944,6.2413792477254,0,"Student-t",90,0.5
"SPI",0.954,6.74970483369117,0.0499999999999972,"Student-t",90,0.5
"Synthetic-only",0.954,6.73288660861732,0,"Student-t",90,0.5
"SCP",0.9625,7.32867527673558,0,"Student-t",90,1
"RSA-CP (OT) (Ours)",0.9415,6.12154872336965,0,"Student-t",90,1
"SPI",0.9625,7.28444011234606,0.039999999999992,"Student-t",90,1
"Synthetic-only",0.9625,7.27827251759418,0,"Student-t",90,1
"SCP",0.9625,7.32867527673558,0,"Student-t",90,1.5
"RSA-CP (OT) (Ours)",0.9455,6.26380023315827,0,"Student-t",90,1.5
"SPI",0.9765,8.59364983007185,0.0700000000000074,"Student-t",90,1.5
"Synthetic-only",0.9765,8.55449467344297,0.0200000000000102,"Student-t",90,1.5
"SCP",0.9625,7.32867527673558,0,"Student-t",90,2
"RSA-CP (OT) (Ours)",0.944,6.21443967263942,0,"Student-t",90,2
"SPI",0.986,10.1366931917131,0.039999999999992,"Student-t",90,2
"Synthetic-only",0.9855,10.1250013574055,0,"Student-t",90,2
"SCP",0.9625,7.32867527673558,0,"Student-t",90,3
"RSA-CP (OT) (Ours)",0.9455,6.27820519272989,0.0200000000000102,"Student-t",90,3
"SPI",0.988,10.792169358738,0.0499999999999972,"Student-t",90,3
"Synthetic-only",0.996,13.5897575262451,0,"Student-t",90,3
"SCP",0.9745,10.4885440053373,0,"LogNormal",91,0.25
"RSA-CP (OT) (Ours)",0.939,8.20640953250775,0.0100000000000051,"LogNormal",91,0.25
"SPI",0.897,6.5632532575014,0.0300000000000011,"LogNormal",91,0.25
"Synthetic-only",0.7275,4.28795949587113,0,"LogNormal",91,0.25
"SCP",0.9745,10.4885440053373,0,"LogNormal",91,0.5
"RSA-CP (OT) (Ours)",0.9405,8.30371873645053,0,"LogNormal",91,0.5
"SPI",0.897,6.5632532575014,0.0499999999999972,"LogNormal",91,0.5
"Synthetic-only",0.809,5.07052333399694,0,"LogNormal",91,0.5
"SCP",0.9745,10.4885440053373,0,"LogNormal",91,1
"RSA-CP (OT) (Ours)",0.933,7.99557292396507,0.0100000000000051,"LogNormal",91,1
"SPI",0.8985,6.59201751465111,0.0300000000000011,"LogNormal",91,1
"Synthetic-only",0.8985,6.58024737751697,0.019999999999996,"LogNormal",91,1
"SCP",0.9745,10.4885440053373,0,"LogNormal",91,1.5
"RSA-CP (OT) (Ours)",0.94,8.27441447592192,0,"LogNormal",91,1.5
"SPI",0.946,8.43310275553784,0.039999999999992,"LogNormal",91,1.5
"Synthetic-only",0.945,8.41649019818858,0,"LogNormal",91,1.5
"SCP",0.9745,10.4885440053373,0,"LogNormal",91,2
"RSA-CP (OT) (Ours)",0.941,8.33024699793792,0.0200000000000102,"LogNormal",91,2
"SPI",0.9705,10.0498569972728,0.0499999999999972,"LogNormal",91,2
"Synthetic-only",0.9705,10.0386279698119,0,"LogNormal",91,2
"SCP",0.9745,10.4885440053373,0,"LogNormal",91,3
"RSA-CP (OT) (Ours)",0.939,8.19641069240089,0,"LogNormal",91,3
"SPI",0.9875,12.9637483919325,0.039999999999992,"LogNormal",91,3
"Synthetic-only",0.9885,13.2126848989822,0,"LogNormal",91,3
"SCP",0.8815,4.45389491418012,0,"Student-t",91,0.25
"RSA-CP (OT) (Ours)",0.876,4.39860495049784,0.0200000000000102,"Student-t",91,0.25
"SPI",0.9315,5.74740091317404,0.0499999999999972,"Student-t",91,0.25
"Synthetic-only",0.944,6.21812716395077,0,"Student-t",91,0.25
"SCP",0.8815,4.45389491418012,0,"Student-t",91,0.5
"RSA-CP (OT) (Ours)",0.876,4.40015973003031,0,"Student-t",91,0.5
"SPI",0.9315,5.74740091317404,0.039999999999992,"Student-t",91,0.5
"Synthetic-only",0.9475,6.31729896296455,0,"Student-t",91,0.5
"SCP",0.8815,4.45389491418012,0,"Student-t",91,1
"RSA-CP (OT) (Ours)",0.88,4.42808278466338,0,"Student-t",91,1
"SPI",0.9315,5.74740091317404,0.0500000000000114,"Student-t",91,1
"Synthetic-only",0.9625,7.30566223911215,0,"Student-t",91,1
"SCP",0.8815,4.45389491418012,0,"Student-t",91,1.5
"RSA-CP (OT) (Ours)",0.8795,4.42025742634103,0,"Student-t",91,1.5
"SPI",0.9315,5.74740091317404,0.0600000000000023,"Student-t",91,1.5
"Synthetic-only",0.976,8.49457195514422,0.019999999999996,"Student-t",91,1.5
"SCP",0.8815,4.45389491418012,0,"Student-t",91,2
"RSA-CP (OT) (Ours)",0.8765,4.40166697526681,0,"Student-t",91,2
"SPI",0.9315,5.74740091317404,0.0499999999999972,"Student-t",91,2
"Synthetic-only",0.985,10.0100740302598,0,"Student-t",91,2
"SCP",0.8815,4.45389491418012,0,"Student-t",91,3
"RSA-CP (OT) (Ours)",0.877,4.40416031322967,0.019999999999996,"Student-t",91,3
"SPI",0.9315,5.74740091317404,0.0300000000000011,"Student-t",91,3
"Synthetic-only",0.996,13.6124905008215,0.0100000000000051,"Student-t",91,3
"SCP",0.908,6.94935287152281,0,"LogNormal",92,0.25
"RSA-CP (OT) (Ours)",0.907,6.90538639729718,0,"LogNormal",92,0.25
"SPI",0.9065,6.89419300958562,0.0499999999999972,"LogNormal",92,0.25
"Synthetic-only",0.7275,4.27545711643254,0,"LogNormal",92,0.25
"SCP",0.908,6.94935287152281,0,"LogNormal",92,0.5
"RSA-CP (OT) (Ours)",0.907,6.90538639729718,0,"LogNormal",92,0.5
"SPI",0.9065,6.89419300958562,0.0600000000000023,"LogNormal",92,0.5
"Synthetic-only",0.8045,5.02209837142463,0.00999999999999091,"LogNormal",92,0.5
"SCP",0.908,6.94935287152281,0,"LogNormal",92,1
"RSA-CP (OT) (Ours)",0.907,6.90538639729718,0.019999999999996,"LogNormal",92,1
"SPI",0.9065,6.89419300958562,0.0300000000000011,"LogNormal",92,1
"Synthetic-only",0.9015,6.69365979390409,0,"LogNormal",92,1
"SCP",0.908,6.94935287152281,0,"LogNormal",92,1.5
"RSA-CP (OT) (Ours)",0.907,6.9085090576512,0,"LogNormal",92,1.5
"SPI",0.939,8.23280398279546,0.0600000000000023,"LogNormal",92,1.5
"Synthetic-only",0.939,8.22042307654267,0.00999999999999091,"LogNormal",92,1.5
"SCP",0.908,6.94935287152281,0,"LogNormal",92,2
"RSA-CP (OT) (Ours)",0.907,6.89657111180916,0,"LogNormal",92,2
"SPI",0.968,9.78581866519952,0.0499999999999972,"LogNormal",92,2
"Synthetic-only",0.968,9.78263748870507,0,"LogNormal",92,2
"SCP",0.908,6.94935287152281,0,"LogNormal",92,3
"RSA-CP (OT) (Ours)",0.9065,6.89342970561919,0,"LogNormal",92,3
"SPI",0.9745,10.434225948783,0.0600000000000023,"LogNormal",92,3
"Synthetic-only",0.988,13.0708317293881,0.00999999999999091,"LogNormal",92,3
"SCP",0.9935,12.4061999894278,0,"Student-t",92,0.25
"RSA-CP (OT) (Ours)",0.9865,10.2608191433228,0,"Student-t",92,0.25
"SPI",0.979,9.05471140113502,0.0499999999999972,"Student-t",92,0.25
"Synthetic-only",0.9455,6.28346787323846,0,"Student-t",92,0.25
"SCP",0.9935,12.4061999894278,0,"Student-t",92,0.5
"RSA-CP (OT) (Ours)",0.9875,10.5244450082261,0.0100000000000051,"Student-t",92,0.5
"SPI",0.979,9.05471140113502,0.0499999999999972,"Student-t",92,0.5
"Synthetic-only",0.954,6.65102205914368,0,"Student-t",92,0.5
"SCP",0.9935,12.4061999894278,0,"Student-t",92,1
"RSA-CP (OT) (Ours)",0.986,10.2433490436149,0,"Student-t",92,1
"SPI",0.979,9.05471140113502,0.0499999999999972,"Student-t",92,1
"Synthetic-only",0.965,7.62330884556747,0,"Student-t",92,1
"SCP",0.9935,12.4061999894278,0,"Student-t",92,1.5
"RSA-CP (OT) (Ours)",0.9865,10.2572485365901,0.0100000000000051,"Student-t",92,1.5
"SPI",0.979,9.05471140113502,0.0299999999999869,"Student-t",92,1.5
"Synthetic-only",0.976,8.53403162044608,0,"Student-t",92,1.5
"SCP",0.9935,12.4061999894278,0,"Student-t",92,2
"RSA-CP (OT) (Ours)",0.9865,10.3135032150946,0,"Student-t",92,2
"SPI",0.986,10.1756568105921,0.0499999999999972,"Student-t",92,2
"Synthetic-only",0.986,10.1683063998701,0,"Student-t",92,2
"SCP",0.9935,12.4061999894278,0,"Student-t",92,3
"RSA-CP (OT) (Ours)",0.9875,10.3924401160316,0,"Student-t",92,3
"SPI",0.9955,13.0836004700441,0.0400000000000063,"Student-t",92,3
"Synthetic-only",0.9955,13.0681921084431,0,"Student-t",92,3
"SCP",0.945,8.4158114462303,0,"LogNormal",93,0.25
"RSA-CP (OT) (Ours)",0.9345,8.01070741728562,0,"LogNormal",93,0.25
"SPI",0.9245,7.67031900905174,0.0499999999999972,"LogNormal",93,0.25
"Synthetic-only",0.7295,4.31200476073727,0,"LogNormal",93,0.25
"SCP",0.945,8.4158114462303,0,"LogNormal",93,0.5
"RSA-CP (OT) (Ours)",0.9345,8.01070741728562,0.0100000000000051,"LogNormal",93,0.5
"SPI",0.9245,7.67031900905174,0.0499999999999972,"LogNormal",93,0.5
"Synthetic-only",0.8015,4.99298980018911,0,"LogNormal",93,0.5
"SCP",0.945,8.4158114462303,0,"LogNormal",93,1
"RSA-CP (OT) (Ours)",0.9325,7.9669331321117,0,"LogNormal",93,1
"SPI",0.9245,7.67031900905174,0.039999999999992,"LogNormal",93,1
"Synthetic-only",0.8995,6.60772469049199,0,"LogNormal",93,1
"SCP",0.945,8.4158114462303,0,"LogNormal",93,1.5
"RSA-CP (OT) (Ours)",0.935,8.0312056936724,0.0200000000000102,"LogNormal",93,1.5
"SPI",0.9495,8.55435852662867,0.0499999999999972,"LogNormal",93,1.5
"Synthetic-only",0.948,8.52930464291582,0,"LogNormal",93,1.5
"SCP",0.945,8.4158114462303,0,"LogNormal",93,2
"RSA-CP (OT) (Ours)",0.9335,8.00120929900066,0,"LogNormal",93,2
"SPI",0.957,9.06972445073226,0.039999999999992,"LogNormal",93,2
"Synthetic-only",0.969,9.91762422301759,0,"LogNormal",93,2
"SCP",0.945,8.4158114462303,0,"LogNormal",93,3
"RSA-CP (OT) (Ours)",0.933,7.99140326910582,0,"LogNormal",93,3
"SPI",0.957,9.06972445073226,0.0700000000000074,"LogNormal",93,3
"Synthetic-only",0.986,12.8769695477171,0.0200000000000102,"LogNormal",93,3
"SCP",0.9625,7.30806923412823,0,"Student-t",93,0.25
"RSA-CP (OT) (Ours)",0.941,6.08015696115476,0,"Student-t",93,0.25
"SPI",0.952,6.54828603132715,0.039999999999992,"Student-t",93,0.25
"Synthetic-only",0.952,6.54819376336587,0,"Student-t",93,0.25
"SCP",0.9625,7.30806923412823,0,"Student-t",93,0.5
"RSA-CP (OT) (Ours)",0.941,6.08238671356396,0.0200000000000102,"Student-t",93,0.5
"SPI",0.954,6.65568163846076,0.0499999999999972,"Student-t",93,0.5
"Synthetic-only",0.953,6.60438523835153,0,"Student-t",93,0.5
"SCP",0.9625,7.30806923412823,0,"Student-t",93,1
"RSA-CP (OT) (Ours)",0.938,5.91363144933508,0,"Student-t",93,1
"SPI",0.9625,7.33743743605271,0.0400000000000063,"Student-t",93,1
"Synthetic-only",0.9625,7.33339737956116,0,"Student-t",93,1
"SCP",0.9625,7.30806923412823,0,"Student-t",93,1.5
"RSA-CP (OT) (Ours)",0.943,6.17916660359224,0.019999999999996,"Student-t",93,1.5
"SPI",0.967,7.78384410782743,0.0300000000000011,"Student-t",93,1.5
"Synthetic-only",0.9765,8.61850689514451,0.019999999999996,"Student-t",93,1.5
"SCP",0.9625,7.30806923412823,0,"Student-t",93,2
"RSA-CP (OT) (Ours)",0.9455,6.25854587042917,0,"Student-t",93,2
"SPI",0.967,7.78384410782743,0.0400000000000063,"Student-t",93,2
"Synthetic-only",0.985,10.0576515664656,0,"Student-t",93,2
"SCP",0.9625,7.30806923412823,0,"Student-t",93,3
"RSA-CP (OT) (Ours)",0.945,6.25449766861372,0,"Student-t",93,3
"SPI",0.967,7.78384410782743,0.0499999999999972,"Student-t",93,3
"Synthetic-only",0.9955,12.9623846739906,0,"Student-t",93,3
"SCP",0.9765,10.8640757636144,0,"LogNormal",94,0.25
"RSA-CP (OT) (Ours)",0.9765,10.8284173827163,0,"LogNormal",94,0.25
"SPI",0.9765,10.8016566813691,0.0500000000000114,"LogNormal",94,0.25
"Synthetic-only",0.7275,4.27898347279423,0,"LogNormal",94,0.25
"SCP",0.9765,10.8640757636144,0,"LogNormal",94,0.5
"RSA-CP (OT) (Ours)",0.9765,10.8284173827163,0.019999999999996,"LogNormal",94,0.5
"SPI",0.9765,10.8016566813691,0.039999999999992,"LogNormal",94,0.5
"Synthetic-only",0.809,5.06623258307281,0,"LogNormal",94,0.5
"SCP",0.9765,10.8640757636144,0,"LogNormal",94,1
"RSA-CP (OT) (Ours)",0.9765,10.8284173827163,0,"LogNormal",94,1
"SPI",0.9765,10.8016566813691,0.0500000000000114,"LogNormal",94,1
"Synthetic-only",0.9005,6.65634179233781,0,"LogNormal",94,1
"SCP",0.9765,10.8640757636144,0,"LogNormal",94,1.5
"RSA-CP (OT) (Ours)",0.9765,10.8101877238228,0.019999999999996,"LogNormal",94,1.5
"SPI",0.9765,10.8016566813691,0.039999999999992,"LogNormal",94,1.5
"Synthetic-only",0.939,8.21306236889305,0,"LogNormal",94,1.5
"SCP",0.9765,10.8640757636144,0,"LogNormal",94,2
"RSA-CP (OT) (Ours)",0.9765,10.8171968878655,0,"LogNormal",94,2
"SPI",0.9765,10.8016566813691,0.0500000000000114,"LogNormal",94,2
"Synthetic-only",0.968,9.74359204313661,0,"LogNormal",94,2
"SCP",0.9765,10.8640757636144,0,"LogNormal",94,3
"RSA-CP (OT) (Ours)",0.9765,10.8036581742733,0.019999999999996,"LogNormal",94,3
"SPI",0.9885,13.1159702330725,0.0300000000000011,"LogNormal",94,3
"Synthetic-only",0.9885,13.1158419388821,0,"LogNormal",94,3
"SCP",0.944,6.20420091580233,0,"Student-t",94,0.25
"RSA-CP (OT) (Ours)",0.927,5.6366324333521,0,"Student-t",94,0.25
"SPI",0.948,6.33283046456982,0.0499999999999972,"Student-t",94,0.25
"Synthetic-only",0.9475,6.32092335758388,0,"Student-t",94,0.25
"SCP",0.944,6.20420091580233,0,"Student-t",94,0.5
"RSA-CP (OT) (Ours)",0.9305,5.73126092703918,0,"Student-t",94,0.5
"SPI",0.954,6.7417624415039,0.0499999999999972,"Student-t",94,0.5
"Synthetic-only",0.954,6.72942449999014,0,"Student-t",94,0.5
"SCP",0.944,6.20420091580233,0,"Student-t",94,1
"RSA-CP (OT) (Ours)",0.9325,5.75926191095195,0.0100000000000051,"Student-t",94,1
"SPI",0.9625,7.3867503218671,0.0499999999999972,"Student-t",94,1
"Synthetic-only",0.9625,7.38184065675424,0,"Student-t",94,1
"SCP",0.944,6.20420091580233,0,"Student-t",94,1.5
"RSA-CP (OT) (Ours)",0.927,5.66039894815973,0,"Student-t",94,1.5
"SPI",0.9765,8.55998924842552,0.0499999999999972,"Student-t",94,1.5
"Synthetic-only",0.976,8.52210555836608,0,"Student-t",94,1.5
"SCP",0.944,6.20420091580233,0,"Student-t",94,2
"RSA-CP (OT) (Ours)",0.9325,5.7695324887054,0.0100000000000051,"Student-t",94,2
"SPI",0.985,10.0697389541613,0.0499999999999972,"Student-t",94,2
"Synthetic-only",0.985,10.0538593645314,0,"Student-t",94,2
"SCP",0.944,6.20420091580233,0,"Student-t",94,3
"RSA-CP (OT) (Ours)",0.9295,5.71625923999684,0,"Student-t",94,3
"SPI",0.9865,10.2616705761063,0.0499999999999972,"Student-t",94,3
"Synthetic-only",0.996,13.9533154604671,0,"Student-t",94,3
"SCP",0.935,8.07863392638123,0,"LogNormal",95,0.25
"RSA-CP (OT) (Ours)",0.9245,7.67471458492836,0,"LogNormal",95,0.25
"SPI",0.918,7.34884929574887,0.0499999999999972,"LogNormal",95,0.25
"Synthetic-only",0.726,4.24770007608557,0,"LogNormal",95,0.25
"SCP",0.935,8.07863392638123,0,"LogNormal",95,0.5
"RSA-CP (OT) (Ours)",0.925,7.69298771489247,0.00999999999999091,"LogNormal",95,0.5
"SPI",0.918,7.34884929574887,0.0300000000000011,"LogNormal",95,0.5
"Synthetic-only",0.8085,5.06450792159939,0,"LogNormal",95,0.5
"SCP",0.935,8.07863392638123,0,"LogNormal",95,1
"RSA-CP (OT) (Ours)",0.925,7.69298771489247,0,"LogNormal",95,1
"SPI",0.918,7.34884929574887,0.0700000000000074,"LogNormal",95,1
"Synthetic-only",0.897,6.55018761883657,0.0200000000000102,"LogNormal",95,1
"SCP",0.935,8.07863392638123,0,"LogNormal",95,1.5
"RSA-CP (OT) (Ours)",0.923,7.63816832500013,0.0100000000000051,"LogNormal",95,1.5
"SPI",0.946,8.4487238158359,0.0299999999999869,"LogNormal",95,1.5
"Synthetic-only",0.946,8.44129651852988,0,"LogNormal",95,1.5
"SCP",0.935,8.07863392638123,0,"LogNormal",95,2
"RSA-CP (OT) (Ours)",0.9225,7.62612025572266,0,"LogNormal",95,2
"SPI",0.9675,9.69973058598059,0.0499999999999972,"LogNormal",95,2
"Synthetic-only",0.967,9.67970735568881,0,"LogNormal",95,2
"SCP",0.935,8.07863392638123,0,"LogNormal",95,3
"RSA-CP (OT) (Ours)",0.9225,7.60915636684234,0.0100000000000051,"LogNormal",95,3
"SPI",0.9885,13.1150661602051,0.0299999999999869,"LogNormal",95,3
"Synthetic-only",0.988,13.0569294658557,0,"LogNormal",95,3
"SCP",0.975,8.4019048940324,0,"Student-t",95,0.25
"RSA-CP (OT) (Ours)",0.9635,7.46391558050738,0,"Student-t",95,0.25
"SPI",0.954,6.76479057491119,0.0499999999999972,"Student-t",95,0.25
"Synthetic-only",0.953,6.57754277243572,0,"Student-t",95,0.25
"SCP",0.975,8.4019048940324,0,"Student-t",95,0.5
"RSA-CP (OT) (Ours)",0.9625,7.38816275803133,0,"Student-t",95,0.5
"SPI",0.954,6.76479057491119,0.0400000000000063,"Student-t",95,0.5
"Synthetic-only",0.9535,6.63231520277396,0,"Student-t",95,0.5
"SCP",0.975,8.4019048940324,0,"Student-t",95,1
"RSA-CP (OT) (Ours)",0.9625,7.39701715718155,0,"Student-t",95,1
"SPI",0.9615,7.1556463878463,0.0699999999999932,"Student-t",95,1
"Synthetic-only",0.9605,7.13568272566793,0.019999999999996,"Student-t",95,1
"SCP",0.975,8.4019048940324,0,"Student-t",95,1.5
"RSA-CP (OT) (Ours)",0.9625,7.42962026086223,0,"Student-t",95,1.5
"SPI",0.976,8.50682614936103,0.0400000000000063,"Student-t",95,1.5
"Synthetic-only",0.976,8.46767986321977,0,"Student-t",95,1.5
"SCP",0.975,8.4019048940324,0,"Student-t",95,2
"RSA-CP (OT) (Ours)",0.9625,7.37504760868995,0.019999999999996,"Student-t",95,2
"SPI",0.9775,8.75198040899138,0.039999999999992,"Student-t",95,2
"Synthetic-only",0.985,9.93065622974064,0,"Student-t",95,2
"SCP",0.975,8.4019048940324,0,"Student-t",95,3
"RSA-CP (OT) (Ours)",0.9635,7.46796927164451,0,"Student-t",95,3
"SPI",0.9775,8.75198040899138,0.0500000000000114,"Student-t",95,3
"Synthetic-only",0.9955,13.3605519094079,0,"Student-t",95,3
"SCP",0.9565,9.00565309004632,0,"LogNormal",96,0.25
"RSA-CP (OT) (Ours)",0.9185,7.39249866531974,0,"LogNormal",96,0.25
"SPI",0.887,6.35407736476963,0.0599999999999881,"LogNormal",96,0.25
"Synthetic-only",0.7265,4.26532582058417,0.019999999999996,"LogNormal",96,0.25
"SCP",0.9565,9.00565309004632,0,"LogNormal",96,0.5
"RSA-CP (OT) (Ours)",0.9225,7.60506252470593,0,"LogNormal",96,0.5
"SPI",0.887,6.35407736476963,0.0500000000000114,"LogNormal",96,0.5
"Synthetic-only",0.8055,5.04788030512848,0,"LogNormal",96,0.5
"SCP",0.9565,9.00565309004632,0,"LogNormal",96,1
"RSA-CP (OT) (Ours)",0.919,7.4161168719182,0.019999999999996,"LogNormal",96,1
"SPI",0.8995,6.60707466092608,0.039999999999992,"LogNormal",96,1
"Synthetic-only",0.8995,6.60670516605826,0,"LogNormal",96,1
"SCP",0.9565,9.00565309004632,0,"LogNormal",96,1.5
"RSA-CP (OT) (Ours)",0.9215,7.53420790491053,0,"LogNormal",96,1.5
"SPI",0.946,8.42401040262913,0.0500000000000114,"LogNormal",96,1.5
"Synthetic-only",0.946,8.41991388996562,0,"LogNormal",96,1.5
"SCP",0.9565,9.00565309004632,0,"LogNormal",96,2
"RSA-CP (OT) (Ours)",0.9205,7.43973507851667,0.019999999999996,"LogNormal",96,2
"SPI",0.968,9.84991491670978,0.0400000000000063,"LogNormal",96,2
"Synthetic-only",0.968,9.84485527430675,0,"LogNormal",96,2
"SCP",0.9565,9.00565309004632,0,"LogNormal",96,3
"RSA-CP (OT) (Ours)",0.9225,7.61061654834029,0.019999999999996,"LogNormal",96,3
"SPI",0.9885,13.1591237195934,0.0499999999999972,"LogNormal",96,3
"Synthetic-only",0.9885,13.1578844720989,0,"LogNormal",96,3
"SCP",0.887,4.64215172955103,0,"Student-t",96,0.25
"RSA-CP (OT) (Ours)",0.8815,4.46653805058563,0,"Student-t",96,0.25
"SPI",0.8885,4.71289412345196,0.0400000000000063,"Student-t",96,0.25
"Synthetic-only",0.949,6.43632061592198,0,"Student-t",96,0.25
"SCP",0.887,4.64215172955103,0,"Student-t",96,0.5
"RSA-CP (OT) (Ours)",0.8815,4.46275399517203,0.019999999999996,"Student-t",96,0.5
"SPI",0.8885,4.71289412345196,0.0300000000000011,"Student-t",96,0.5
"Synthetic-only",0.9485,6.34829354377847,0,"Student-t",96,0.5
"SCP",0.887,4.64215172955103,0,"Student-t",96,1
"RSA-CP (OT) (Ours)",0.8815,4.47476179563515,0,"Student-t",96,1
"SPI",0.8885,4.71289412345196,0.0500000000000114,"Student-t",96,1
"Synthetic-only",0.958,6.99542326470988,0,"Student-t",96,1
"SCP",0.887,4.64215172955103,0,"Student-t",96,1.5
"RSA-CP (OT) (Ours)",0.8825,4.51937053607735,0,"Student-t",96,1.5
"SPI",0.8885,4.71289412345196,0.0499999999999972,"Student-t",96,1.5
"Synthetic-only",0.9775,8.80506317902905,0,"Student-t",96,1.5
"SCP",0.887,4.64215172955103,0,"Student-t",96,2
"RSA-CP (OT) (Ours)",0.8825,4.51084995125399,0.00999999999999091,"Student-t",96,2
"SPI",0.8885,4.71289412345196,0.0500000000000114,"Student-t",96,2
